-0.22949142431710 -0.27006490971581 -1.00422584074041  0.76172505487398 -0.38072001726617  0.11407924271604  0.21403140563383  0.05379193082047 -0.94595084932335 -0.70938661945457 -0.11426816290536  0.15000134925811  0.44859585462385  0.73556257613757  0.06055798542505  0.83274000768951 -0.51025495546207  0.65478799565742  0.26379112556796 -0.78938624966089  0.00028946642171  0.85412741953452 -0.09896561507493  0.87277698856315 -0.66409656764994  0.19612122559357 -0.74579745466643 -0.72522401418867 -0.43348222654766  0.81135259584398 -0.70383660236563  0.44174313742286 -0.20590267422162  0.78996518399794 -0.45486963837411 -0.49764446202855 -0.86040120203285 -0.96733826114727  0.56238563104373  0.23554152584698  0.02167687825702 -0.51903187385654 -0.80820589757710 -0.29145232154823 -0.52588459082973  0.04838585091872  0.55553291381567  0.91828965506648 -0.36246727406156 -0.17175965958417  0.27064384272751 -0.55295316674046  0.53414550197834 -0.39952540591399  0.06445170192611 -0.44801692138342  0.33480607824213  0.46560043019073 -0.23414280309420  0.17138876108982 -0.13723602548533  0.46927223102987  0.60430944306409  0.71895023118889 -0.55086917006031  0.63340058381256  0.04306429009182  0.66932269024663  0.86119176293142 -0.94125422676779  0.01482416115640 -0.14174043873206  0.18097703984172 -0.12035302690324 -0.60344994905745 -0.82307971538630 -0.47625705020107  0.04396715894083 -0.83216107331160  0.78506304783543 -0.81671009206072 -0.18964962725192  0.04015297395296  0.20134724243014 -0.29309794700527 -0.38898905099367 -0.46994202966808 -0.57000128313622 -0.08271256804297 -0.54612248371000 -0.40665555416338  0.71381586573330 -0.02623231027887 -0.26021527663573 -0.64169716438279 -0.22557173409267 -0.23056102746001 -0.47453869864570  0.55725126589354  0.03107720811275 -0.23242445098210 -0.09039454585621  0.89176787721198 -0.45797467064342 -0.30007506093414 -0.43061721014545 -0.06610443977748  0.43660877204583  0.52901113655303 -0.36074892233238  0.57178596001702  0.80621823040638  0.21588193694643 -0.49592611057535  0.39383394853925  0.12347957250195  0.45799618378914 -0.21788975600912 -0.18279691032520 -0.51717112470740 -0.09724726287014 -0.01169761552159 -0.07163606918642 -0.32482681532454  0.82075292426357 -0.51271624993791  0.64965363053527  0.31513701883367  0.10209216069608 -0.61125529222682 -0.27519927473890 -0.24985440878825  0.51447644237894 -0.55629202711582  0.17310711334401 -0.43861659150272  0.13033228971497 -0.35843278168834  0.91315528889674  0.84899305382249 -0.48839318388611 -0.55776235574494 -0.71826337979759 -0.06900713399044 -0.42408755857451 -0.60971588687062  0.03792992523856  0.49308903061166 -0.19016191100984  0.14442557788424  0.73520327745267  0.62141350111552 -0.39736559736599  0.75659068916538 -0.27267160997587 -0.20122441005492  0.25865676052223 -0.46589398292616 -0.23927716785889 -0.41194829314966 24747.50000000000000
-0.22949151856686 -0.27006493148674 -1.00422583531226  0.76172507789558 -0.38072005092563  0.11407919757096  0.21403135099426  0.05379186471887 -0.94595085827349 -0.70938668173831 -0.11426820991716  0.15000143201057  0.44859585136100  0.73556254549105  0.06055791099714  0.83273998103294 -0.51025498178667  0.65478794018001  0.26379119012184 -0.78938624556017  0.00028943951203  0.85412740858551 -0.09896551163179  0.87277693458965 -0.66409660177494  0.19612117554352 -0.74579746180240 -0.72522396323692 -0.43348216502321  0.81135255348235 -0.70383653579188  0.44174323083065 -0.20590264905596  0.78996512593374 -0.45486959248716 -0.49764444740913 -0.86040114855092 -0.96733828569919  0.56238560952826  0.23554146569178  0.02167686700590 -0.51903187486715 -0.80820590526796 -0.29145235895972 -0.52588449551293  0.04838579146848  0.55553298901166  0.91828969125507 -0.36246726199229 -0.17175973019002  0.27064381067314 -0.55295319523674  0.53414556147757 -0.39952546986796  0.06445172199955 -0.44801697185032  0.33480609321739  0.46560038832379 -0.23414269714595  0.17138885951826 -0.13723608192876  0.46927216588788  0.60430935897662  0.71895022280343 -0.55086921859120  0.63340051264283  0.04306429450174  0.66932274721632  0.86119174034706 -0.94125420944701  0.01482424642470 -0.14174036660739  0.18097699367025 -0.12035293912058 -0.60344998011541 -0.82307973793293 -0.47625701994913  0.04396710492621 -0.83216110043246  0.78506299937212 -0.81671006613647 -0.18964959646732  0.04015308942628  0.20134715337375 -0.29309790336200 -0.38898906458319 -0.46994205497336 -0.57000128995525 -0.08271245897304 -0.54612240240748 -0.40665554138440  0.71381584750034 -0.02623236292294 -0.26021536244431 -0.64169717202246 -0.22557183114080 -0.23056096885107 -0.47453877484845  0.55725123447483  0.03107729896056 -0.23242445150998 -0.09039464547705  0.89176788785700 -0.45797477256910 -0.30007498471792 -0.43061723333049 -0.06610435398389  0.43660885529434  0.52901118596566 -0.36074901679205  0.57178604076391  0.80621817836371  0.21588196006064 -0.49592620243082  0.39383400045748  0.12347962947859  0.45799628270314 -0.21788964436086 -0.18279697605970 -0.51717115255112 -0.09724726597454 -0.01169755599212 -0.07163597624537 -0.32482678195166  0.82075298438321 -0.51271625608669  0.64965356529357  0.31513691158911  0.10209220201192 -0.61125527297546 -0.27519930657832 -0.24985434529550  0.51447637962529 -0.55629198153733  0.17310710513380 -0.43861653987320  0.13033225018128 -0.35843283611246  0.91315531521427  0.84899303312320 -0.48839316854209 -0.55776241075544 -0.71826345053165 -0.06900721795259 -0.42408749547585 -0.60971596045543  0.03792991957338  0.49308895219088 -0.19016201143863  0.14442568621176  0.73520327488976  0.62141351670099 -0.39736561875354  0.75659070227275 -0.27267154070431 -0.20122431550752  0.25865681496179 -0.46589398851748 -0.23927707186618 -0.41194838483261 24855.00000000000000
-0.22949162361227 -0.27006495706400 -1.00422583249485  0.76172510052411 -0.38072008968516  0.11407914654000  0.21403128954893  0.05379179073688 -0.94595087111883 -0.70938675260828 -0.11426826305415  0.15000152101003  0.44859584590291  0.73556250961225  0.06055782789792  0.83273994928169 -0.51025501269499  0.65478787735193  0.26379125907643 -0.78938624360333  0.00028940845378  0.85412739391253 -0.09896539980236  0.87277687294830 -0.66409664156833  0.19612111912667 -0.74579747210352 -0.72522390958360 -0.43348209931105  0.81135250465009 -0.70383646491189  0.44174333105858 -0.20590262308514  0.78996506001772 -0.45486954397557 -0.49764443330691 -0.86040109240993 -0.96733831579797  0.56238558394963  0.23554139820320  0.02167685310697 -0.51903187797372 -0.80820591633498 -0.29145240172516 -0.52588439277010  0.04838572477002  0.55553306909958  0.91828972780045 -0.36246725051801 -0.17175980924041  0.27064377391206 -0.55295322860947  0.53414562446178 -0.39952554191521  0.06445174241106 -0.44801702917548  0.33480610784775  0.46560034064696 -0.23414258255479  0.17138896565786 -0.13723614542134  0.46927209277169  0.60430926499388  0.71895021125754 -0.55086927397514  0.63340043271520  0.04306429775940  0.66932280713214  0.86119171296553 -0.94125419334057  0.01482433828376 -0.14174028911318  0.18097694150292 -0.12035284445739 -0.60345001640426 -0.82307976538868 -0.47625698864086  0.04396704418024 -0.83216113295365  0.78506294394506 -0.81671003915687 -0.18964956352542  0.04015321534074  0.20134705482671 -0.29309785645880 -0.38898908019488 -0.46994208337962 -0.57000129828360 -0.08271234026851 -0.54612231481016 -0.40665552825329  0.71381582630704 -0.02623242127911 -0.26021545690311 -0.64169718129488 -0.22557193791063 -0.23056090553547 -0.47453885870156  0.55725119890837  0.03107739786351 -0.23242445281170 -0.09039475521203  0.89176789841810 -0.45797488445226 -0.30007490225950 -0.43061725941559 -0.06610426073773  0.43660894619878  0.52901123959185 -0.36074912061407  0.57178612896752  0.80621811962916  0.21588198473971 -0.49592630332235  0.39383405683722  0.12347969131343  0.45799639088309 -0.21788952306852 -0.18279704863848 -0.51717118373622 -0.09724727006593 -0.01169749145572 -0.07163587518025 -0.32482674629015  0.82075304978736 -0.51271626364872  0.64965349224710  0.31513679285472  0.10209224665029 -0.61125525298190 -0.27519934208857 -0.24985427666615  0.51447630955154 -0.55629193283567  0.17310709541109 -0.43861648442715  0.13033220609189 -0.35843289626066  0.91315534312122  0.84899300901892 -0.48839315268075 -0.55776247151697 -0.71826352838670 -0.06900731057008 -0.42408742750625 -0.60971604142174  0.03792991267500  0.49308886487665 -0.19016212194046  0.14442580443163  0.73520327099840  0.62141353296127 -0.39736564287071  0.75659071569211 -0.27267146579140 -0.20122421287444  0.25865687407775 -0.46589399544523 -0.23927696771755 -0.41194848558658 24976.25000000000000
-0.22949171828830 -0.27006498033871 -1.00422583111660  0.76172512105222 -0.38072012487604  0.11407910072142  0.21403123449483  0.05379172432643 -0.94595088355872 -0.70938681730895 -0.11426831092743  0.15000160070370  0.44859584111821  0.73556247773788  0.06055775333033  0.83273992111923 -0.51025504095837  0.65478782126673  0.26379132087189 -0.78938624262700  0.00028938045959  0.85412738105933 -0.09896529980214  0.87277681832763 -0.66409667807596  0.19612106855167 -0.74579748210600 -0.72522386220536 -0.43348204088419  0.81135246117551 -0.70383640207208  0.44174342097041 -0.20590260011027  0.78996500122816 -0.45486950098346 -0.49764442119289 -0.86040104292125 -0.96733834372716  0.56238556119444  0.23554133776932  0.02167684050535 -0.51903188130305 -0.80820592713081 -0.29145244042212 -0.52588430122149  0.04838566487738  0.55553314101932  0.91828976085782 -0.36246724065286 -0.17175988045509  0.27064374097806 -0.55295325915222  0.53414568104636 -0.39952560713897  0.06445176058599 -0.44801708104726  0.33480612100242  0.46560029805887 -0.23414248017017  0.17138906072405 -0.13723620261684  0.46927202753538  0.60430918135311  0.71895020114891 -0.55086932438923  0.63340036129874  0.04306430054749  0.66932286102866  0.86119168876229 -0.94125417985561  0.01482442045858 -0.14174021991450  0.18097689471505 -0.12035275985650 -0.60345004965141 -0.82307979101907 -0.47625696108636  0.04396698961513 -0.83216116292624  0.78506289474458 -0.81671001634975 -0.18964953419297  0.04015332816850  0.20134696656016 -0.29309781470596 -0.38898909449926 -0.46994210927927 -0.57000130639581 -0.08271223400662 -0.54612223715519 -0.40665551686521  0.71381580769077 -0.02623247364949 -0.26021554176990 -0.64169719041220 -0.22557203377702 -0.23056084902927 -0.47453893418363  0.55725116731001  0.03107748647048 -0.23242445419003 -0.09039485366143  0.89176790839534 -0.45797498519569 -0.30007482872664 -0.43061728317244 -0.06610417727942  0.43660902794231  0.52901128796979 -0.36074921391556  0.57178620838703  0.80621806738427  0.21588200694974 -0.49592639407705  0.39383410759139  0.12347974676577  0.45799648813437 -0.21788941459923 -0.18279711384646 -0.51717121220853 -0.09724727385251 -0.01169743368146 -0.07163578472476 -0.32482671461976  0.82075310892715 -0.51271627096046  0.64965342708176  0.31513668654768  0.10209228667324 -0.61125523585642 -0.27519937414281 -0.24985421543028  0.51447624698140 -0.55629188993410  0.17310708675370 -0.43861643512070  0.13033216660193 -0.35843295045327  0.91315536867579  0.84899298786767 -0.48839313899107 -0.55776252657171 -0.71826359911996 -0.06900739366852 -0.42408736712558 -0.60971611440122  0.03792990646207  0.49308878683370 -0.19016222113894  0.14442591044701  0.73520326791591  0.62141354788594 -0.39736566481518  0.75659072815211 -0.27267139896597 -0.20122412116323  0.25865692719005 -0.46589400210443 -0.23927687462548 -0.41194857627577 25090.00000000000000
-0.22949179537097 -0.27006499614314 -1.00422582257291  0.76172514526617 -0.38072015061082  0.11407906542602  0.21403119142046  0.05379167133423 -0.94595088708166 -0.70938686708822 -0.11426834800276  0.15000167315983  0.44859584188740  0.73556245659871  0.06055769334858  0.83273990378542 -0.51025506034943  0.65478777878820  0.26379137825068 -0.78938623574671  0.00028936038363  0.85412737709035 -0.09896521025291  0.87277677859124 -0.66409670390167  0.19612102928608 -0.74579748483651 -0.72522381616075 -0.43348198651347  0.81135243048291 -0.70383634296061  0.44174350318585 -0.20590257645240  0.78996495718280 -0.45486945973229 -0.49764440616268 -0.86040099434255 -0.96733836026040  0.56238554698050  0.23554129012395  0.02167683363013 -0.51903187937425 -0.80820593020670 -0.29145246936856 -0.52588421832166  0.04838561747042  0.55553320830820  0.91828979701962 -0.36246722793468 -0.17175993749309  0.27064371699689 -0.55295328033837  0.53414573501922 -0.39952565858181  0.06445178013038 -0.44801712080385  0.33480613679966  0.46560026637374 -0.23414238855854  0.17138914642323 -0.13723624766744  0.46927197645182  0.60430911509432  0.71895019866774 -0.55086936262048  0.63340030549984  0.04306430687905  0.66932291343592  0.86119167506084 -0.94125416139564  0.01482449482029 -0.14174015673994  0.18097685867197 -0.12035268349763 -0.60345007295142 -0.82307980670510 -0.47625693294869  0.04396694677369 -0.83216118212528  0.78506285905114 -0.81670999537395 -0.18964950804664  0.04015342557851  0.20134689247194 -0.29309777768104 -0.38898910610698 -0.46994213106327 -0.57000131268084 -0.08271214180426 -0.54612216838935 -0.40665550611338  0.71381579370919 -0.02623251774267 -0.26021561445955 -0.64169719760672 -0.22557211587523 -0.23056079933835 -0.47453899924195  0.55725114213025  0.03107756317597 -0.23242445456755 -0.09039493752284  0.89176791846266 -0.45797507235455 -0.30007476415550 -0.43061730305035 -0.06610410473220  0.43660909793307  0.52901132981846 -0.36074929421236  0.57178627621594  0.80621802571454  0.21588202677997 -0.49592647253424  0.39383415151639  0.12347979495798  0.45799657113629 -0.21788932000128 -0.18279716933248 -0.51717123628903 -0.09724727628804 -0.01169738329835 -0.07163570615076 -0.32482668629168  0.82075315964960 -0.51271627652512  0.64965337410390  0.31513659762580  0.10209232172529 -0.61125522000583 -0.27519940110213 -0.24985416161356  0.51447619570408 -0.55629185154877  0.17310708031670 -0.43861639124695  0.13033213383975 -0.35843299674508  0.91315539164113  0.84899297209544 -0.48839312620289 -0.55776257400257 -0.71826366070776 -0.06900746425937 -0.42408731370607 -0.60971617753898  0.03792990200671  0.49308872248587 -0.19016230600144  0.14442600169808  0.73520326690412  0.62141356174384 -0.39736568308569  0.75659074009562 -0.27267134026577 -0.20122404113423  0.25865697322956 -0.46589400708446 -0.23927679325251 -0.41194865450009 25192.50000000000000
-0.22949187333503 -0.27006501411859 -1.00422581850374  0.76172516477080 -0.38072017850735  0.11407902852796  0.21403114686053  0.05379161714228 -0.94595089480465 -0.70938691939324 -0.11426838668248  0.15000174143337  0.44859583967268  0.73556243227979  0.06055763232172  0.83273988280612 -0.51025508227716  0.65478773405707  0.26379143157453 -0.78938623256541  0.00028933838264  0.85412736894681 -0.09896512489070  0.87277673565433 -0.66409673253722  0.19612098846163 -0.74579749099577 -0.72522377407370 -0.43348193569126  0.81135239666397 -0.70383628791272  0.44174358017556 -0.20590255564717  0.78996491052035 -0.45486942184813 -0.49764439416625 -0.86040095013788 -0.96733838097499  0.56238552992018  0.23554124107980  0.02167682453713 -0.51903188032750 -0.80820593689995 -0.29145250027866 -0.52588413950473  0.04838556874032  0.55553327038504  0.91828982736011 -0.36246721800075 -0.17175999576203  0.27064369101348 -0.55295330412593  0.53414578424550 -0.39952571171325  0.06445179684172 -0.44801716264631  0.33480614946022  0.46560023256511 -0.23414230107626  0.17138922757763 -0.13723629417019  0.46927192371267  0.60430904724354  0.71895019248970 -0.55086940313386  0.63340024790994  0.04306431069016  0.66932296062958  0.86119165746400 -0.94125414729486  0.01482456518095 -0.14174009718890  0.18097682100735 -0.12035261103907 -0.60345009894037 -0.82307982586603 -0.47625690800646  0.04396690250836 -0.83216120490053  0.78506282039420 -0.81670997689173 -0.18964948389619  0.04015351962517  0.20134681819680 -0.29309774305873 -0.38898911875024 -0.46994215355603 -0.57000132022321 -0.08271205309610 -0.54612210340332 -0.40665549709257  0.71381577755801 -0.02623256215948 -0.26021568643344 -0.64169720605891 -0.22557219705501 -0.23056075231831 -0.47453906361183  0.55725111524308  0.03107763693885 -0.23242445625211 -0.09039502067635  0.89176792586465 -0.45797515804038 -0.30007470276668 -0.43061732370029 -0.06610403518366  0.43660916543756  0.52901136943973 -0.36074937344290  0.57178634158532  0.80621798167412  0.21588204483342 -0.49592654984004  0.39383419325811  0.12347984086714  0.45799665151960 -0.21788922927313 -0.18279722467143 -0.51717126099964 -0.09724727996580 -0.01169733534220 -0.07163563072416 -0.32482666015787  0.82075320781675 -0.51271628334843  0.64965331934124  0.31513650840418  0.10209235473586 -0.61125520622152 -0.27519942862854 -0.24985411060465  0.51447614305958 -0.55629181594367  0.17310707257909 -0.43861635022466  0.13033210030426 -0.35843304300055  0.91315541189947  0.84899295377964 -0.48839311526887 -0.55776262123617 -0.71826372147174 -0.06900753449893 -0.42408726334973 -0.60971624000127  0.03792989631126  0.49308865696014 -0.19016238993077  0.14442608988780  0.73520326362001  0.62141357347988 -0.39736570218014  0.75659074967689 -0.27267128454031 -0.20122396452308  0.25865701706725 -0.46589401332524 -0.23927671543982 -0.41194873161660 25300.00000000000000
-0.22949194716937 -0.27006503077653 -1.00422581346088  0.76172518391618 -0.38072020451935  0.11407899348032  0.21403110437036  0.05379156556646 -0.94595090107306 -0.70938696795327 -0.11426842323968  0.15000180724389  0.44859583781333  0.73556240905150  0.06055757418675  0.83273986281313 -0.51025510247584  0.65478769115311  0.26379148309271 -0.78938622866671  0.00028931768600  0.85412736137533 -0.09896504285661  0.87277669423967 -0.66409675885848  0.19612094957854 -0.74579749597848 -0.72522373331995 -0.43348188670203  0.81135236425272 -0.70383623486743  0.44174365457188 -0.20590253532010  0.78996486569413 -0.45486938517374 -0.49764438211175 -0.86040090731936 -0.96733839950697  0.56238551374185  0.23554119425588  0.02167681618886 -0.51903188057804 -0.80820594229780 -0.29145252925839 -0.52588406387964  0.04838552240451  0.55553333050757  0.91828985707278 -0.36246720798413 -0.17176005093449  0.27064366634505 -0.55295332602986  0.53414583196511 -0.39952576164111  0.06445181319998 -0.44801720187684  0.33480616191658  0.46560020026858 -0.23414221709091  0.17138930575937 -0.13723633816790  0.46927187310561  0.60430898185244  0.71895018680553 -0.55086944086147  0.63340019260591  0.04306431469351  0.66932300647501  0.86119164072614 -0.94125413289920  0.01482463292092 -0.14174003984742  0.18097678517331 -0.12035254135292 -0.60345012285511 -0.82307984298968 -0.47625688364365  0.04396686045501 -0.83216122555552  0.78506278320535 -0.81670995652157 -0.18964945949508  0.04015361078591  0.20134674826072 -0.29309770850831 -0.38898912940445 -0.46994217350744 -0.57000132561152 -0.08271196694910 -0.54612203915762 -0.40665548692813  0.71381576360536 -0.02623260352954 -0.26021575408279 -0.64169721213557 -0.22557227355466 -0.23056070595787 -0.47453912376909  0.55725109085459  0.03107770869151 -0.23242445656789 -0.09039509912503  0.89176793465566 -0.45797523857256 -0.30007464251551 -0.43061734195694 -0.06610396739846  0.43660923116275  0.52901140856865 -0.36074944797287  0.57178640534265  0.80621794123617  0.21588206322588 -0.49592662237968  0.39383423434143  0.12347988592121  0.45799672956175 -0.21788914104829 -0.18279727643590 -0.51717128298284 -0.09724728229165 -0.01169728827178 -0.07163555730277 -0.32482663371259  0.82075325540088 -0.51271628817875  0.64965326843477  0.31513642423229  0.10209238745157 -0.61125519102019 -0.27519945367179 -0.24985406039157  0.51447609401909 -0.55629177991736  0.17310706629505 -0.43861630934661  0.13033206933313 -0.35843308590958  0.91315543299111  0.84899293796146 -0.48839310310542 -0.55776266473117 -0.71826377754049 -0.06900760058543 -0.42408721345901 -0.60971629814082  0.03792989199599  0.49308859558968 -0.19016246908024  0.14442617539130  0.73520326198001  0.62141358604952 -0.39736571900162  0.75659076034689 -0.27267122976827 -0.20122388981681  0.25865706012562 -0.46589401769420 -0.23927663956560 -0.41194880401226 25411.25000000000000
-0.22949201738205 -0.27006504773562 -1.00422581117120  0.76172519932740 -0.38072023028130  0.11407895936274  0.21403106323704  0.05379151605665 -0.94595090929895 -0.70938701502046 -0.11426845871585  0.15000186715374  0.44859583428958  0.73556238506969  0.06055751855511  0.83273984161951 -0.51025512293775  0.65478764903736  0.26379152956113 -0.78938622704825  0.00028929699605  0.85412735168547 -0.09896496767407  0.87277665288176 -0.66409678519262  0.19612091182744 -0.74579750256976 -0.72522369713018 -0.43348184246358  0.81135233155569 -0.70383618715322  0.44174372210445 -0.20590251772856  0.78996482149400 -0.45486935245644 -0.49764437243576 -0.86040086944427 -0.96733841925728  0.56238549668963  0.23554114905683  0.02167680701217 -0.51903188242221 -0.80820594937311 -0.29145255773371 -0.52588399483977  0.04838547778487  0.55553338453215  0.91828988189615 -0.36246720009200 -0.17176010375921  0.27064364178849 -0.55295334812283  0.53414587447936 -0.39952580967112  0.06445182705082 -0.44801724005680  0.33480617189096  0.46560016835560 -0.23414214008073  0.17138937718481 -0.13723638057877  0.46927182407102  0.60430891873640  0.71895017920498 -0.55086947767155  0.63340013898576  0.04306431703043  0.66932304696127  0.86119162247416 -0.94125412176716  0.01482469472465 -0.14173998770227  0.18097675027991 -0.12035247768924 -0.60345014687581 -0.82307986100207 -0.47625686244717  0.04396681983162 -0.83216124698295  0.78506274604485 -0.81670993763640 -0.18964943699886  0.04015369563026  0.20134668249539 -0.29309767660556 -0.38898913944874 -0.46994219210461 -0.57000133066247 -0.08271188691245 -0.54612197976272 -0.40665547765795  0.71381574986630 -0.02623264234038 -0.26021581710310 -0.64169721777024 -0.22557234484678 -0.23056066305707 -0.47453917961609  0.55725106741903  0.03107777541206 -0.23242445705025 -0.09039517241795  0.89176794228387 -0.45797531322960 -0.30007458672818 -0.43061735901472 -0.06610390445342  0.43660929250401  0.52901144492811 -0.36074951726211  0.57178646489499  0.80621790238038  0.21588208013094 -0.49592668966394  0.39383427252408  0.12347992775650  0.45799680249037 -0.21788905922941 -0.18279732477960 -0.51717130342072 -0.09724728467409 -0.01169724460704 -0.07163548910781 -0.32482660934846  0.82075329974825 -0.51271629275099  0.64965321990828  0.31513634494950  0.10209241774987 -0.61125517701130 -0.27519947711125 -0.24985401391472  0.51447604743155 -0.55629174665606  0.17310706011872 -0.43861627164943  0.13033204009688 -0.35843312586956  0.91315545225373  0.84899292233693 -0.48839309195615 -0.55776270501071 -0.71826382919535 -0.06900766238969 -0.42408716733795 -0.60971635199790  0.03792988771556  0.49308853743421 -0.19016254288081  0.14442625505568  0.73520325984749  0.62141359738221 -0.39736573475299  0.75659076982629 -0.27267117906166 -0.20122382052441  0.25865710013354 -0.46589402186705 -0.23927656924842 -0.41194887121507 25523.75000000000000
-0.22949209039206 -0.27006506513713 -1.00422580800641  0.76172521570421 -0.38072025682471  0.11407892387374  0.21403102036306  0.05379146447644 -0.94595091719993 -0.70938706344047 -0.11426849553849  0.15000193008393  0.44859583078610  0.73556236010791  0.06055746056356  0.83273981959908 -0.51025514387431  0.65478760506650  0.26379157842536 -0.78938622478398  0.00028927559369  0.85412734173995 -0.09896488877180  0.87277660959775 -0.66409681211357  0.19612087250496 -0.74579750888693 -0.72522365882735 -0.43348179586088  0.81135229746277 -0.70383613683270  0.44174379306226 -0.20590249903428  0.78996477533101 -0.45486931788217 -0.49764436191111 -0.86040082932015 -0.96733843915849  0.56238547900330  0.23554110191209  0.02167679765006 -0.51903188391874 -0.80820595613789 -0.29145258716230 -0.52588392231045  0.04838543132546  0.55553344135887  0.91828990818986 -0.36246719148537 -0.17176015866749  0.27064361627061 -0.55295337072576  0.53414591923521 -0.39952585940196  0.06445184177647 -0.44801727954189  0.33480618253333  0.46560013509369 -0.23414205926400  0.17138945217217 -0.13723642463371  0.46927177281597  0.60430885261943  0.71895017143547 -0.55086951559045  0.63340008295262  0.04306431971099  0.66932308961993  0.86119160353259 -0.94125410947345  0.01482475963200 -0.14173993289045  0.18097671395725 -0.12035241083340 -0.60345017144408 -0.82307987911934 -0.47625683989892  0.04396677755649 -0.83216126873231  0.78506270720126 -0.81670991682376 -0.18964941305903  0.04015378471649  0.20134661402475 -0.29309764276455 -0.38898914949349 -0.46994221103860 -0.57000133530275 -0.08271180279864 -0.54612191683099 -0.40665546744845  0.71381573584723 -0.02623268260823 -0.26021588266211 -0.64169722293776 -0.22557241907728 -0.23056061773391 -0.47453923760179  0.55725104323748  0.03107784554069 -0.23242445714826 -0.09039524876099  0.89176795062371 -0.45797539086084 -0.30007452784685 -0.43061737636929 -0.06610383823171  0.43660935690038  0.52901148321474 -0.36074958936480  0.57178652741116  0.80621786216535  0.21588209810617 -0.49592675962354  0.39383431272199  0.12347997182281  0.45799687899277 -0.21788897317455 -0.18279737499560 -0.51717132423971 -0.09724728680666 -0.01169719858362 -0.07163541738694 -0.32482658338987  0.82075334640176 -0.51271629695027  0.64965316954010  0.31513626236056  0.10209244975483 -0.61125516161693 -0.27519950122897 -0.24985396483099  0.51447599905288 -0.55629171113369  0.17310705396286 -0.43861623166215  0.13033200982807 -0.35843316725177  0.91315547274363  0.84899290639027 -0.48839307970054 -0.55776274657298 -0.71826388249601 -0.06900772671220 -0.42408711847535 -0.60971640784077  0.03792988356371  0.49308847696378 -0.19016261973972  0.14442633867891  0.73520325795387  0.62141360953036 -0.39736575076504  0.75659078006265 -0.27267112552808 -0.20122374756925  0.25865714225801 -0.46589402569284 -0.23927649522188 -0.41194894107561 25652.50000000000000
-0.22949215131172 -0.27006507871585 -1.00422580281015  0.76172523098237 -0.38072027816270  0.11407889505086  0.21403098541466  0.05379142199420 -0.94595092176881 -0.70938710330817 -0.11426852563699  0.15000198430585  0.44859582915662  0.73556234100497  0.06055741266670  0.83273980314695 -0.51025516032869  0.65478756998627  0.26379162070049 -0.78938622087571  0.00028925861105  0.85412733533617 -0.09896482063317  0.87277657556830 -0.66409683354236  0.19612084052932 -0.74579751246376 -0.72522362395883 -0.43348175455416  0.81135227095418 -0.70383609166029  0.44174385376118 -0.20590248190829  0.78996473875787 -0.45486928683271 -0.49764435140044 -0.86040079249924 -0.96733845409506  0.56238546565882  0.23554106339279  0.02167679086378 -0.51903188368962 -0.80820595998339 -0.29145261099212 -0.52588385854830  0.04838539316913  0.55553349019956  0.91828993188260 -0.36246718279474 -0.17176020415450  0.27064359599835 -0.55295338856780  0.53414595799805 -0.39952590053662  0.06445185535864 -0.44801731193272  0.33480619268597  0.46560010858024 -0.23414198919401  0.17138951653380 -0.13723646088233  0.46927173122740  0.60430879888853  0.71895016659455 -0.55086954656315  0.63340003777642  0.04306432311298  0.66932312666949  0.86119158968620 -0.94125409653349  0.01482481570482 -0.14173988513260  0.18097668449491 -0.12035235288111 -0.60345019092026 -0.82307989273317 -0.47625681911481  0.04396674293572 -0.83216128550467  0.78506267664897 -0.81670990194470 -0.18964939469359  0.04015385817906  0.20134655420720 -0.29309761602808 -0.38898916021084 -0.46994222945255 -0.57000134169656 -0.08271173340978 -0.54612186545112 -0.40665546092828  0.71381572111227 -0.02623271863042 -0.26021594040172 -0.64169722992383 -0.22557248412943 -0.23056058121323 -0.47453928934686  0.55725102034718  0.03107790296890 -0.23242445922384 -0.09039531540930  0.89176795402330 -0.45797545927441 -0.30007447979867 -0.43061739337229 -0.06610378402071  0.43660940872658  0.52901151284980 -0.36074965287194  0.57178657726772  0.80621782525153  0.21588211124309 -0.49592682163683  0.39383434429002  0.12348000710332  0.45799694094128 -0.21788890205349 -0.18279741958915 -0.51717134434686 -0.09724729053726 -0.01169716152360 -0.07163535850841 -0.32482656338391  0.82075338209373 -0.51271630286684  0.64965312449472  0.31513619061682  0.10209247486281 -0.61125515096187 -0.27519952376365 -0.24985392511407  0.51447595591445 -0.55629168318989  0.17310704676877 -0.43861619981643  0.13033198228489 -0.35843320459806  0.91315548621028  0.84899288964220 -0.48839307153704 -0.55776278446749 -0.71826393084646 -0.06900778314728 -0.42408707901343 -0.60971645812481  0.03792987812695  0.49308842369450 -0.19016268696328  0.14442640735391  0.73520325331334  0.62141361697836 -0.39736576657420  0.75659078551202 -0.27267108202800 -0.20122368756365  0.25865717570786 -0.46589403121669 -0.23927643431480 -0.41194900276419 25772.50000000000000
