-0.20685508941505 -0.26335693310550 -0.99387832458386  0.77295262771749 -0.37348140971574  0.12895280193936  0.22328967416519  0.06363701656442 -0.93733720414763 -0.69339330945863 -0.10386485307969  0.16089098142852  0.45639233005645  0.74508049324209  0.07759332986309  0.84357297986337 -0.49781357180320  0.66267581990855  0.27123884390494 -0.77665265952562  0.00952517946655  0.86279327422608 -0.09063160959701  0.88511423557335 -0.65026118716073  0.20281920120817 -0.73194728021223 -0.71391751396182 -0.42390336943897  0.82081180310805 -0.69374549710161  0.45033064727690 -0.19959199087681  0.79645896011416 -0.44331375916365 -0.48671186841268 -0.85315664228429 -0.95947280492332  0.57002742804026  0.24803820401285  0.03035362378740 -0.50768824952946 -0.79521929680706 -0.28527633891107 -0.51400090718168  0.05957693806569  0.56380384776517  0.92777670315516 -0.35433519751594 -0.15725907216824  0.27925342381537 -0.54417040948887  0.54416433781676 -0.38537196766624  0.07035002451516 -0.44002518198707  0.34267564114478  0.47622860369440 -0.22410992466471  0.18153541426293 -0.12505424891656  0.48393025216136  0.62142438644099  0.72709177356130 -0.53696924960108  0.64068288846632  0.05187892786192  0.67586537735514  0.86625985200458 -0.93301950146996  0.02454764507770 -0.13208131374573  0.18965435554000 -0.11283576062967 -0.59027737069158 -0.80993591694358 -0.46770929302537  0.05468537660461 -0.82343104462649  0.79825235644292 -0.81775155180477 -0.18630399153039  0.03944622818519  0.19945663188576 -0.29511055491576 -0.38947228709768 -0.47042274318775 -0.56804102365155 -0.08111964205616 -0.54364567718821 -0.40640153697250  0.71453070797101 -0.02472355581511 -0.25980697497678 -0.64124485327668 -0.22541446564775 -0.22843500881911 -0.47323969194517  0.56198620296839  0.03166045337271 -0.23298547896756 -0.09218147125604  0.89012813146677 -0.45804275705875 -0.30171657793333 -0.42828459690183 -0.06455985119879  0.43489211091645  0.52956073698927 -0.36298042437076  0.57212052733266  0.80930845213856  0.21940890222352 -0.49631122770305  0.39536392330406  0.12146180445536  0.45649479981990 -0.22319925318724 -0.18472625394996 -0.51262843057777 -0.09663840139705 -0.01019136210546 -0.07122017615571 -0.32277358849038  0.82176377606369 -0.51147861664831  0.64787506218488  0.31602574399644  0.10131165556567 -0.60804774319077 -0.27277713875673 -0.24592633728878  0.51691658254042 -0.55582617269719  0.17301414750319 -0.43846665530409  0.13184319874036 -0.35778271510315  0.91508092536754  0.84895921232361 -0.48961613870496 -0.56216241241861 -0.71935319456373 -0.06969869289995 -0.42266842946155 -0.61139193182119  0.04304308416417  0.49446704391686 -0.19037651214791  0.14341848831854  0.73325857929568  0.62037984850243 -0.39889120660354  0.75529536588749 -0.27108214927788 -0.19947219984226  0.25473364225594 -0.46795295418349 -0.24008946063796 -0.41102954668720 42420.00000000000000
-0.20585638738267 -0.26176453483380 -0.99382290652452  0.77076915661943 -0.37165671890678  0.12135073123828  0.22176259163515  0.06592269021418 -0.93642361626374 -0.69299214267949 -0.10647847712166  0.15873464269031  0.45829110298419  0.74912119947402  0.07571844221977  0.84491129296895 -0.50135610130255  0.65976338176974  0.27504167802039 -0.78175217655285  0.01068609755957  0.86491627254326 -0.09306023802828  0.88705530900504 -0.65388394225558  0.20660723571935 -0.73634239013879 -0.72094106539470 -0.42583944116253  0.81961365021753 -0.69272735274641  0.45164288714948 -0.20141733401450  0.80104490244057 -0.44500259468833 -0.48676340067881 -0.84882964854723 -0.95852726823351  0.57344068674457  0.24919448768561  0.02788690980659 -0.50581638385581 -0.80026715492871 -0.28516626996274 -0.52436745447499  0.06432885017979  0.56754523265845  0.92694190312481 -0.35259077203451 -0.15320451461070  0.27896178071254 -0.54288306073677  0.54113557149371 -0.38580016149049  0.07544402361275 -0.43559086497087  0.34310374647918  0.47728462787624 -0.22340496122812  0.17628737784454 -0.11999499693587  0.47961677274513  0.62003368567462  0.73014629403041 -0.53456503164608  0.64094372649195  0.05205672800268  0.67517702053839  0.87142494242205 -0.92915577368951  0.02265936861809 -0.13304276377402  0.18778364552708 -0.10944017307003 -0.59203020286586 -0.81074995588905 -0.46979224528030  0.05504218198005 -0.82448639240619  0.79805782328424 -0.82254966240775 -0.18902999168269  0.04376715928736  0.20343619261948 -0.29542555593217 -0.38391528087177 -0.46936010978108 -0.57052165041447 -0.08209435607942 -0.54542303352793 -0.40739301784754  0.71071987659311 -0.02343636927154 -0.25985636326514 -0.64289425806348 -0.22030810012875 -0.22948581953843 -0.47279582668376  0.55868984768577  0.03195654908068 -0.23478855069097 -0.09080213201957  0.89060299161805 -0.45573198040263 -0.29777530797188 -0.43259362249101 -0.06470582917314  0.43681837247661  0.52976060066621 -0.36151149768440  0.57209583311398  0.80898761827233  0.21610262762961 -0.49718686897802  0.39296720036471  0.12392920719831  0.46070247964665 -0.21893677315237 -0.18411797968709 -0.51858098537115 -0.09835606947058 -0.01085084325720 -0.07237614802592 -0.32501586926669  0.82046747951142 -0.51099838726085  0.65027499236527  0.31560566110514  0.10038873205191 -0.61004776021590 -0.27335038457378 -0.24755224167501  0.51186431304495 -0.55549096473866  0.17607042839348 -0.44314614835367  0.13632461608220 -0.35737068659139  0.91279910020268  0.84849725875037 -0.48858207741955 -0.55349421357161 -0.71762120264737 -0.06923921639434 -0.42718064572214 -0.61119508445951  0.03568222545409  0.49080378318011 -0.19003601794795  0.14592121799278  0.73564514233053  0.62119235886552 -0.39717916602794  0.75507912306675 -0.27290148851566 -0.20070047919024  0.25913657236853 -0.46545016030891 -0.23945400092870 -0.40878454720850 42520.00000000000000
-0.21006560007282 -0.26049762833811 -0.99009872868666  0.77410670276412 -0.37106979682001  0.12317476504932  0.22621089732410  0.06756179326290 -0.93564729316316 -0.69066956714512 -0.10570000566861  0.15924538293925  0.45830391165649  0.74169781688337  0.07491283981461  0.84280537033220 -0.50310537997128  0.66327354357823  0.26959813975201 -0.78241675562293  0.00843719151941  0.86634459568221 -0.08769856262424  0.88510644312946 -0.65034501173927  0.20597248954578 -0.73529751965601 -0.71609797016762 -0.42600698509399  0.81865083899948 -0.69274874667080  0.45079461144065 -0.19398614605316  0.79950420213064 -0.44773691743811 -0.48733547780657 -0.85149553625642 -0.95485664850566  0.57229375003390  0.24703853223669  0.02988301519842 -0.50452057902096 -0.79712504285269 -0.28515441563243 -0.51650236836529  0.06074234304882  0.56460580826907  0.92770911894901 -0.35321119581930 -0.15484800784542  0.27860195701492 -0.54318734693421  0.54118262810595 -0.38308320020677  0.07245897632497 -0.43857941016822  0.34465783982541  0.47325005185640 -0.22204441057371  0.18127729414137 -0.12669466314964  0.47960771943395  0.61886360370071  0.72383071985480 -0.53472406621060  0.63920870375494  0.05399921654891  0.67847719842255  0.87218545157103 -0.93094692982735  0.02602411861530 -0.13480206334138  0.19350723445610 -0.11152982158850 -0.59415408654244 -0.80870117268148 -0.46607888541801  0.06001862987601 -0.82373384258326  0.79859644307482 -0.81569440711795 -0.18506715877283  0.03753261708065  0.20247726454151 -0.29132213075048 -0.39015957265084 -0.46799980523241 -0.56917194474002 -0.08063210486836 -0.54666997869502 -0.40800018956109  0.71239252303400 -0.02739695708972 -0.26199536595651 -0.63867715822128 -0.22643264877686 -0.23026690392980 -0.47448580469347  0.55706629149147  0.02953690212921 -0.22941346348068 -0.08870527313285  0.88729775707020 -0.45869852334305 -0.30278868793333 -0.42894639648485 -0.06653115386190  0.43724292909831  0.53157700067692 -0.35784831364480  0.57453559995273  0.80444161937214  0.21988339874714 -0.49503995849790  0.39503302748778  0.12115414722638  0.45841311853769 -0.22045006590381 -0.17980356186504 -0.51525087007363 -0.09771068761271 -0.00933982628786 -0.07011757493686 -0.32632768681333  0.82286157728467 -0.51198137467302  0.64699345991149  0.31486265943285  0.10225986014251 -0.61000004904991 -0.27780629896919 -0.24800915131280  0.51471960179628 -0.55869267805503  0.17489211722462 -0.43860391012813  0.13072408983478 -0.36036723156921  0.91171825292431  0.84749784586025 -0.48943847933884 -0.55726529593473 -0.71443354477520 -0.07052706407900 -0.42528458785633 -0.60836316760702  0.03577322302065  0.49576721735456 -0.19366806375389  0.14148936181823  0.73635020319085  0.62079326287128 -0.39777429478576  0.75826662238174 -0.27472038639143 -0.20135708041363  0.25757328273216 -0.46659479325817 -0.23893365184669 -0.41035034479366 42620.00000000000000
-0.20631062484308 -0.26270057770924 -0.99513880642232  0.77386581724355 -0.37181618417011  0.12471234114264  0.22539953848236  0.06547462600374 -0.93583460706163 -0.68564401713543 -0.10240429380181  0.15873214156324  0.45553631291016  0.74071869440715  0.07791746525827  0.84135333572608 -0.50101761758029  0.66559575721287  0.27369752700694 -0.77987796079836  0.00776703616653  0.86163428941394 -0.09033249962658  0.88816734077341 -0.65584338749621  0.20677720627716 -0.73853938845025 -0.71975729694441 -0.42489068888282  0.81962598595557 -0.69386750954343  0.45448619967740 -0.19391620986857  0.79903408077320 -0.44246078566838 -0.48581832443648 -0.85365402572224 -0.95978753486015  0.56992907549036  0.24727523071248  0.02763778032395 -0.50984415600220 -0.79667898579564 -0.28450103962641 -0.51573134441297  0.06081676098403  0.56049087759817  0.92586969710929 -0.35238598518312 -0.15713307909600  0.27771121179993 -0.54004418751488  0.54098654017709 -0.38301883830221  0.07304181725117 -0.43986174399249  0.34483416974224  0.47868746999199 -0.22392794580445  0.17828938978334 -0.12555121983846  0.48663806415949  0.62143625435365  0.72692268050682 -0.53402905136246  0.64418232848062  0.05212801004401  0.67941381644797  0.87211799238561 -0.93435210625678  0.02423191815909 -0.13437783568278  0.18984437738559 -0.10972637474347 -0.58965720419937 -0.80926341683671 -0.46873501346764  0.05772978087924 -0.82385474065695  0.79832230272746 -0.81780270190396 -0.18806912058565  0.03628936401812  0.19798942500679 -0.28975811594158 -0.38607660114037 -0.46860294386572 -0.56877717474622 -0.08222215915317 -0.54635512930317 -0.40721921893526  0.71038738414579 -0.02565791571494 -0.25845736695752 -0.64593323001160 -0.22855131066202 -0.22739334848984 -0.47854480861967  0.56027874036227  0.02853083170207 -0.22922219383566 -0.09309716069995  0.88972273010228 -0.45959291278527 -0.29871183788799 -0.42963930446861 -0.06551276930560  0.43829465665604  0.52287600272356 -0.35931935897324  0.57552966695983  0.80723060054704  0.21348458629649 -0.48959975527191  0.39336647451025  0.12273692852757  0.45603592632463 -0.21714556050060 -0.18617531873351 -0.51717840715679 -0.09708447584186 -0.01006493888942 -0.07294440731769 -0.32544868508544  0.82108275122313 -0.50980590059798  0.64843332706466  0.31503584199262  0.10369991027355 -0.61195970012387 -0.27747641809325 -0.25095520814759  0.51387413061046 -0.55560812193722  0.17126188333319 -0.43975692209914  0.13069845262376 -0.35866748450964  0.91552483599818  0.84862713485532 -0.48960344717054 -0.56372142646991 -0.72003737463579 -0.06957451165887 -0.42438806420350 -0.61020680731353  0.04072547182949  0.49534597181233 -0.18806186660165  0.14580173218098  0.73448636998909  0.61931527538565 -0.39883110190820  0.75801690031100 -0.27442241069116 -0.20158166940924  0.25888944583640 -0.46380687477378 -0.24134779482728 -0.41245954407698 42720.00000000000000
-0.21054841359413 -0.26364495651088 -0.99248444386125  0.77348461048346 -0.36969622862489  0.12434375395070  0.22679266878931  0.06611696413050 -0.93571942703619 -0.69115517828808 -0.10226681843724  0.15807446968374  0.45698782261778  0.74305488161025  0.07499219036861  0.84101556646854 -0.50100220646724  0.66272250987199  0.27140943931124 -0.77955791086096  0.01100685774101  0.86248329772897 -0.09038064060237  0.89031180282136 -0.65013244372148  0.20500375891817 -0.73601998888217 -0.71608752326562 -0.42240068323057  0.82177132838071 -0.69137988474735  0.44787091198053 -0.19763839366596  0.80161232210487 -0.44649219505917 -0.48618532368476 -0.84723724462287 -0.95724973613316  0.56918161403388  0.24893362491156  0.03288430539786 -0.50584905923224 -0.79646215809536 -0.28513333917643 -0.51665342432700  0.06344970030866  0.56512703689933  0.92572698168790 -0.35044029174849 -0.15442446646815  0.28033062074931 -0.54025639882566  0.54241650298156 -0.38744761466227  0.06997615554417 -0.43816934242927  0.34585633836397  0.47585858244539 -0.22826937760141  0.18139220047123 -0.12200776215764  0.48357187093348  0.62385033541663  0.72824133962115 -0.53204174807043  0.64182489016825  0.05304768702543  0.67436827270712  0.86903182325660 -0.93189921113009  0.02333069757629 -0.13004715867312  0.18864223795312 -0.10908406389393 -0.59458860905980 -0.81021387892560 -0.46660311923023  0.05620395696910 -0.82245869571926  0.79517096855351 -0.81917149446182 -0.18878245658944  0.04173454648283  0.20266058572188 -0.29359872251452 -0.39102215956696 -0.46978095837586 -0.56828527662115 -0.08337953934715 -0.54337839183901 -0.40929077951752  0.71411413149291 -0.02613394085625 -0.25853521511888 -0.64076716705458 -0.22557414569792 -0.22953629778139 -0.47435009266170  0.55185124218629  0.03470821543567 -0.23705972320423 -0.09306665879258  0.88983387424582 -0.45737859857790 -0.29731636065330 -0.43102956136887 -0.06618877903295  0.44003626562971  0.52685664165146 -0.36676367140923  0.57095166229181  0.80500254050885  0.21947689631197 -0.49917162153170  0.39109288786294  0.12518321688608  0.45654207944685 -0.22179400645816 -0.18069363619850 -0.51830042192658 -0.09584856185545 -0.00905366008449 -0.06890328957961 -0.32557642406705  0.82341558120095 -0.50825488852060  0.65056201543983  0.31404276285565  0.10362538307275 -0.61258873357280 -0.27557261588259 -0.25381127004249  0.51318772121974 -0.55683641893579  0.17273771705923 -0.43968920064737  0.12949737092033 -0.35482463288298  0.91539878300220  0.85212581441286 -0.48759610666501 -0.55764732276443 -0.71617363438314 -0.06617180167197 -0.42396646484069 -0.60822694626096  0.03724435458272  0.49005996108059 -0.18297086431684  0.14293429906715  0.73414087297465  0.62245146873756 -0.39711089170414  0.75630909523934 -0.27141489738573 -0.20157080704280  0.25856505913480 -0.46520953592520 -0.23913388671487 -0.41132118511850 42820.00000000000000
-0.20872950691291 -0.25924842264491 -0.99129653667254  0.77302679140107 -0.37068995292207  0.12624447773120  0.22438379832985  0.06905438957461 -0.93909331729163 -0.69003832801236 -0.10211315884920  0.15921478580807  0.45580708441057  0.74891308341671  0.07598374013235  0.84059026424645 -0.50250154161934  0.66558375755170  0.27208829790156 -0.78168867420608  0.01060744379410  0.86502753176111 -0.09023107571035  0.88813250114158 -0.65220187296377  0.20417708371013 -0.73716511596243 -0.71477155607996 -0.42352980890110  0.82341861447968 -0.69355211078931  0.45021979006828 -0.19691816953226  0.79940313719655 -0.44924574925788 -0.48775623303535 -0.84938892099251 -0.95349002004852  0.57338718317693  0.24686576411000  0.03034467911326 -0.50869206930048 -0.80118103977239 -0.28625446253696 -0.51894388099128  0.05894837572172  0.56664178654774  0.92483074106332 -0.35474067398821 -0.15476709503494  0.27653875838672 -0.53836959499901  0.54416564549703 -0.37954426965343  0.07348592706238 -0.43776390176305  0.34167139061960  0.47512182800763 -0.22215141921718  0.17696076953824 -0.12528680038863  0.48557286738256  0.61836041588786  0.72714503981565 -0.53526283575586  0.64283517712203  0.05446182409337  0.67651359159962  0.86979858837129 -0.93378597423051  0.02590279794729 -0.12991996898904  0.19397712542491 -0.11270137591086 -0.59254394454250 -0.80684534322525 -0.46784711105141  0.05740492257299 -0.82331666326242  0.79714400948533 -0.82089022941090 -0.19357609393079  0.03994588633969  0.20418571052556 -0.29593009147873 -0.38588371334354 -0.47324838705472 -0.56617325661763 -0.08133097013009 -0.54500449001822 -0.40479309318633  0.70967816173349 -0.02716216803686 -0.25871794702416 -0.64405100478969 -0.22702247373496 -0.22985692814881 -0.47432712663045  0.55755294162794  0.02946377280601 -0.23265381615807 -0.08424910481202  0.89475993513385 -0.45767475645501 -0.29994965427438 -0.43075821172289 -0.06585561665888  0.43456629942530  0.53300690476357 -0.36314062100541  0.57267563196657  0.81039736860090  0.21434129147876 -0.49707082933071  0.39195421682682  0.12485671716975  0.46178228330631 -0.22011651588172 -0.18178315272064 -0.51824217820959 -0.09392101182150 -0.01390157949766 -0.06970162179656 -0.32371992920950  0.81922354140757 -0.51185007421488  0.64923651431901  0.31166343633725  0.10307619501434 -0.60860840547496 -0.27780429163765 -0.25014875772480  0.51604040445214 -0.55836651272184  0.17137384681735 -0.43492019109347  0.12860635273795 -0.36036936173244  0.91306734938048  0.85120098302357 -0.48885647346011 -0.55709302462076 -0.71825169024502 -0.06485939830683 -0.42862095592957 -0.61117341173824  0.03571491847618  0.49150381351672 -0.19045775107620  0.14137688280475  0.73582892361329  0.62215762948189 -0.39824638429844  0.75473968315218 -0.27518596725648 -0.20210598523888  0.25946986183612 -0.46358843180626 -0.23872123895798 -0.41145207385173 42920.00000000000000
-0.21105497130819 -0.25774611464864 -0.99116581086850  0.77172061432373 -0.36463561077866  0.12399095136735  0.22625326800226  0.06877702471590 -0.93307453159786 -0.69142709861998 -0.10301623668236  0.15873337244001  0.45977854434833  0.74518731239944  0.07442144829947  0.84280837378585 -0.49865097249884  0.66315889943374  0.27349700069955 -0.77533471518372  0.01210026666134  0.86702155883834 -0.08684406891298  0.88859318100065 -0.65174122871007  0.20186580819727 -0.73971578129493 -0.71654966858411 -0.42357243286312  0.82110179117578 -0.69919013360256  0.45034720890433 -0.19651686187826  0.79942483368028 -0.44525203175959 -0.48930497740603 -0.85147172626952 -0.95881896401957  0.57346662017012  0.24572566070210  0.03144486878158 -0.51026255566969 -0.79855658987281 -0.28314124669289 -0.51677019913962  0.06032719675007  0.56510699717033  0.92618547553512 -0.35358316408802 -0.15427925140702  0.27761159795719 -0.54418434849048  0.54114790273410 -0.38652842793091  0.07881979780720 -0.43959979942647  0.34200735652549  0.47369674885204 -0.22506664069061  0.18091323195169 -0.12148397521739  0.48305088087078  0.62013447035912  0.73019284473979 -0.53692630525460  0.64190376347396  0.04999300460381  0.67939175488074  0.86863559674434 -0.93100393719391  0.02390564813985 -0.13204615776785  0.19094930060741 -0.11210169104561 -0.59033883055105 -0.80714079463657 -0.46865272796083  0.05571432528152 -0.82702927320295  0.79931720853343 -0.81977760196428 -0.19132566237201  0.03999406763984  0.19946801106088 -0.28940679731201 -0.39068723489295 -0.47155928381046 -0.56900072617751 -0.08142832878104 -0.54931879248164 -0.40263327756127  0.71282215659049 -0.02424322280502 -0.26220146997889 -0.64174401904943 -0.22447735907104 -0.23252902158324 -0.47522407299263  0.55792171640172  0.03207355436425 -0.23126872870682 -0.08724352132494  0.89153802914713 -0.45877878689932 -0.29969493451707 -0.43072645837101 -0.06415621526141  0.43736498516818  0.53120145644454 -0.35956727345696  0.57282477779197  0.80793735014844  0.21191120262188 -0.49532431382603  0.39292854110269  0.12359549116167  0.46089276253471 -0.21599857500371 -0.18354231934545 -0.52001664312067 -0.09472224800186 -0.01361698433826 -0.07284793653371 -0.32394193717770  0.82177114194305 -0.51140710181332  0.64800276112222  0.31702794123842  0.10294626319079 -0.61631168306657 -0.27567259017587 -0.24745136211912  0.51498058252835 -0.55565120766556  0.16921099579283 -0.44153574240196  0.12935741914087 -0.35593057640022  0.91265810072623  0.85041920748228 -0.49207724069767 -0.55380087551485 -0.71957059687952 -0.06889408179436 -0.42498272900606 -0.60998574663091  0.03631923473734  0.49357294796735 -0.19268741985491  0.14098057648015  0.73921410024940  0.62075593108256 -0.39920124972201  0.75310093226385 -0.27118867797794 -0.20113142526442  0.26038150324486 -0.46753371635189 -0.23924156169668 -0.41466410647697 43020.00000000000000
-0.20846139787230 -0.25824466544863 -0.99153079184490  0.77151277456533 -0.36786561766324  0.12542827372122  0.22897944302768  0.06685046958761 -0.93548702180782 -0.69390928540534 -0.10429661525415  0.16019903806283  0.45847797437724  0.74843191924269  0.07487977134113  0.84234024873941 -0.50113563499451  0.66037239213448  0.27321205138655 -0.78548791712206  0.00877535866753  0.86488983798619 -0.08980891870561  0.88659628598507 -0.64920389326176  0.20818071027526 -0.73790679735787 -0.71799621432633 -0.42494677656071  0.82154456707491 -0.69069781148102  0.44837728528479 -0.19277732626179  0.80151369739273 -0.44576366722934 -0.49070305415310 -0.84731070273332 -0.95852016499034  0.57123022887650  0.25098042896285  0.03180408062746 -0.50874885575903 -0.79863710149302 -0.28520149957633 -0.51391057193844  0.06273101461860  0.56597554875249  0.92360585408129 -0.35168751061455 -0.15494695747737  0.27678295842230 -0.54403050310383  0.54691426130427 -0.38028651161375  0.07283464778374 -0.43615347560840  0.34794994747520  0.47694437671077 -0.22772070607457  0.18301283190735 -0.12551819102648  0.48071424136397  0.62502962116497  0.72473235514810 -0.53577570005296  0.63879516437947  0.05146489767945  0.68140044102796  0.87061760507532 -0.92800963623785  0.02007769185974 -0.13293759841419  0.18797667868145 -0.11289240886379 -0.59472293348103 -0.80857987665365 -0.46711650348504  0.05501966271474 -0.82159271389322  0.79661041741562 -0.81795690163070 -0.19328129453044  0.04218774296236  0.20261999423446 -0.29076906119761 -0.38689674171466 -0.47388979222816 -0.57241848180269 -0.08012090900478 -0.54663819051684 -0.40625265225764  0.71544519504129 -0.02669642210075 -0.26099697307170 -0.63999688200889 -0.22433169202451 -0.23163274456500 -0.47399195568172  0.55817751104053  0.03367795661673 -0.23108090230886 -0.09164885034299  0.89512904349931 -0.45877834171068 -0.29829458061797 -0.43115536337035 -0.06483844137827  0.43740723912990  0.52865879565411 -0.35546164404399  0.57185782932455  0.80582086405795  0.21535244504279 -0.49481224462799  0.39560320957545  0.12276513575096  0.45878824931481 -0.21984606168974 -0.18071746000796 -0.51854940159072 -0.09913438444152 -0.01236948891589 -0.07531895707926 -0.32806456377167  0.81999261778357 -0.51400340828225  0.64847852521216  0.31476111758920  0.10388918428936 -0.60798945448593 -0.27585472902568 -0.25019780348242  0.51596666189667 -0.55582398427240  0.17602809736652 -0.43911985385215  0.13184210340866 -0.36084117316141  0.91743916808854  0.84712532897756 -0.49263131150172 -0.56004584682130 -0.71746362181277 -0.06592415667097 -0.42527796079016 -0.60827490178027  0.03860079617098  0.49291240740411 -0.19070890851135  0.14115657045892  0.73787052493448  0.62216247464278 -0.39988060381051  0.75906006345273 -0.26952378548039 -0.20066421110183  0.25907054502819 -0.46658309636639 -0.24147070823220 -0.41208154362192 43120.00000000000000
-0.21042478935271 -0.26089957308872 -0.99215308483188  0.77299329985108 -0.37406868181259  0.12473918010002  0.22576075502612  0.07049053180448 -0.93626570392799 -0.69095962463825 -0.09884034424151  0.15936621480520  0.45737439929812  0.74731229814947  0.07218427345941  0.84326746024288 -0.50056323052656  0.66036439580307  0.27521938017436 -0.78283367632769  0.01442851350924  0.86112687375765 -0.08742391745215  0.88514841403460 -0.64980384158878  0.20614829332601 -0.73303805630623 -0.71341917002658 -0.42520989169087  0.82021751218676 -0.69728916157252  0.45233245193590 -0.19931612885217  0.79549630146980 -0.44540656542665 -0.49037400283696 -0.85336958079702 -0.95632999428404  0.56754813996746  0.24399935040479  0.02912171227849 -0.51054596095981 -0.79834189429981 -0.28189711606232 -0.51494930911032  0.05982698350641  0.56310915455884  0.92778161019460 -0.35136992344415 -0.15529483831195  0.27851974176135 -0.54330421486026  0.53995699644202 -0.38485616562089  0.07307314540388 -0.43983138030047  0.34429020594181  0.47513327592964 -0.22497506946756  0.18000821133431 -0.12294644064699  0.48148490774982  0.62166250176278  0.72811715126933 -0.53537752168750  0.64381661086335  0.05163681299200  0.67764576083093  0.87209433108423 -0.93005715667945  0.02538939330612 -0.13480076579177  0.18946383578605 -0.10908231158448 -0.59073342865586 -0.80952935084846 -0.46631025952316  0.05464131354650 -0.82587843312988  0.79542273559761 -0.81668417668719 -0.18650177046088  0.04306117652610  0.20053056233814 -0.29313666333128 -0.38898828621471 -0.47124371089140 -0.57159414261135 -0.08130474605984 -0.54681867843100 -0.40810182971155  0.71540621419141 -0.02220012780938 -0.25870833394317 -0.64517760921127 -0.22562945966893 -0.23257767680421 -0.47356893677487  0.55423871733040  0.03227225004452 -0.23232665141781 -0.09077771918542  0.89194094585557 -0.45825393903721 -0.30386765086713 -0.42878563704046 -0.06596031061419  0.43824752933978  0.52354329548984 -0.35979301902062  0.56806999743816  0.80445339264029  0.21390402495288 -0.49586123272157  0.39176030771789  0.12673896880342  0.45950443885073 -0.22146857504510 -0.18182916610100 -0.51793375659205 -0.09979497606244 -0.01448288937857 -0.07423789525473 -0.32284129176881  0.82206611215638 -0.51131917441395  0.64884647338566  0.31434676546037  0.10135672305688 -0.61192972400596 -0.27406144031813 -0.24900343154749  0.51559136446107 -0.55436366585787  0.16962583569260 -0.44106604987813  0.12944273794414 -0.35661605764226  0.91648949075283  0.84831487630332 -0.48700240803100 -0.55797606231321 -0.71433751844287 -0.06816703343927 -0.42261580113391 -0.61043694527069  0.04012697629822  0.49011585474521 -0.18851556899825  0.14472883337954  0.73410737502256  0.62297399396820 -0.39751111772350  0.75861514403569 -0.27353415662362 -0.20005525519667  0.26106202139564 -0.46708679821548 -0.24052953259581 -0.40882576815249 43220.00000000000000
-0.20821145874004 -0.26203958301301 -0.99130442068865  0.77081771869918 -0.36927414156696  0.12621929175427  0.22406728607320  0.06816902777913 -0.93496004559073 -0.69264568071787 -0.10358717056375  0.15833843410817  0.45804630754446  0.74848006477135  0.07650401516463  0.84167298031262 -0.50329173301308  0.66503305595454  0.27521165270169 -0.78247255347557  0.00870135653581  0.86140176014804 -0.08982315073965  0.88756140215599 -0.65363242987084  0.20914590994240 -0.73602674335115 -0.71842209454009 -0.41959893371701  0.81942566421745 -0.69312282596382  0.45139532427914 -0.19514544384994  0.80018568797414 -0.44775741577450 -0.48911312872624 -0.85128280469816 -0.95600787638492  0.57008857189801  0.25168360294955  0.03235193099719 -0.51077804215028 -0.79574426076483 -0.28322446381136 -0.51889037220815  0.06038061499966  0.56801111148967  0.92666846971156 -0.35105000964006 -0.15823367332740  0.28047647116867 -0.54069275407560  0.54092966826903 -0.38532951053832  0.07025693964861 -0.43907085085609  0.34255356708125  0.47619079345790 -0.21985585269569  0.17903885397607 -0.12370986463472  0.48276594699555  0.62226483396950  0.72836154534761 -0.53894950324518  0.64515327410951  0.05638366886502  0.67736725186239  0.87153003827760 -0.93158697914227  0.02134049112725 -0.13363234336473  0.18944034329392 -0.11048597312873 -0.59235160529142 -0.81058891123853 -0.46651069916341  0.05626709436020 -0.82504839907062  0.79831069711936 -0.82279761908061 -0.19226031701767  0.04035046377524  0.20380490928233 -0.29325313640504 -0.38910036274497 -0.47212211311186 -0.56890810738349 -0.08230554863763 -0.54850785591810 -0.40652290708814  0.71653926702889 -0.02545634295298 -0.26194427876861 -0.63924854298707 -0.22386436706943 -0.22852329257685 -0.47389136634229  0.55638446271321  0.03055746785526 -0.23051812468286 -0.08995029039794  0.89598015517832 -0.45698008153680 -0.30246429271457 -0.42963964590212 -0.06239125241158  0.43877007070044  0.52931639375493 -0.36057931089722  0.56927595609600  0.80619217886637  0.21449065039749 -0.49479194554820  0.39251000468745  0.12193979899198  0.45862313886050 -0.21911219729923 -0.18175166384783 -0.51782610496651 -0.10098541527564 -0.00872145861996 -0.07177378559686 -0.32545472447372  0.82421408774747 -0.51472203247903  0.65487250036328  0.31515716613681  0.10364541433722 -0.61156902677529 -0.27608715600357 -0.24967176610572  0.51601634668061 -0.55514174820466  0.16937346865049 -0.43984168993300  0.13180125620722 -0.35535428317490  0.91300898141912  0.85196600920850 -0.48966142983367 -0.55706867407264 -0.72032084097105 -0.06787538048679 -0.42079145780496 -0.60750294689279  0.03700870981329  0.49368197364028 -0.19253257194968  0.14157179890434  0.73412093931860  0.62093368859738 -0.39871512735487  0.75520308029183 -0.27063176690412 -0.19920370750466  0.25822731762764 -0.46910826169279 -0.23925901219343 -0.41232211363224 43320.00000000000000
