-0.20084860466976 -0.26027518003227 -0.99423479596566  0.76736949860841 -0.37058656911729  0.12655898057923  0.23026503686585  0.07110201067385 -0.93500940701695 -0.68758987975556 -0.10074143880838  0.15315029155157  0.46217679968180  0.74533763846819  0.08331146671388  0.84020750893282 -0.49820439801584  0.66538594413606  0.26752215118104 -0.77827599403275  0.01060692116803  0.86107476132365 -0.09572883097853  0.89407701677730 -0.65176471791740  0.20953484124593 -0.73598692531588 -0.71841484293596 -0.43112224024432  0.82156868371428 -0.69781838620988  0.44299852815467 -0.20055779897385  0.80428578003107 -0.44815245652926 -0.48703750508119 -0.86090004263196 -0.95525257960971  0.57286264623831  0.25384838050661  0.03610643681469 -0.51068247488069 -0.79565631300119 -0.27717381091615 -0.52746953162240  0.06491973890577  0.55882596204279  0.92584344010449 -0.35109279080058 -0.15204542545280  0.28225081245346 -0.54388527429313  0.54024328892763 -0.37795541718261  0.07306366200251 -0.43458966176869  0.34271594448805  0.47561650283484 -0.23812707170577  0.17593473973504 -0.12405199834868  0.48483558276410  0.63111737058463  0.72709766110830 -0.53896713578160  0.64884868843845  0.05211063814867  0.67056157672487  0.87356636718149 -0.93393655057329  0.01583192567980 -0.14234378561578  0.18956295913096 -0.11517477242317 -0.58893478540543 -0.80752022544521 -0.46859577841454  0.06083437384510 -0.82200205683364  0.80314780221205 -0.81775930860759 -0.19239948146148  0.03343205977137  0.20864630003475 -0.29602835883189 -0.38877712045537 -0.46617803116230 -0.56715005343463 -0.09125662885521 -0.54989940676871 -0.41163725204930  0.71658482502597 -0.02454595958294 -0.25443023124646 -0.64348476582734 -0.21500549458971 -0.23486737197642 -0.46791216369368  0.55626756838198  0.02088217167211 -0.23670399322234 -0.07819419004786  0.89257107274122 -0.44899148490360 -0.30531283796784 -0.42701622650957 -0.07314703182213  0.42917133178567  0.52380582723199 -0.35313235247104  0.56207499886071  0.80688727418219  0.21446578667151 -0.48911602629705  0.38912906912700  0.11908577377845  0.45072967808474 -0.22581262793760 -0.17666054587906 -0.51519993017673 -0.09671311814667 -0.01797919685941 -0.08187281477169 -0.32826810896994  0.81297437408661 -0.51390169113448  0.65186395961215  0.32346204965816  0.09933239169181 -0.61249049205071 -0.27455127959863 -0.25490691446648  0.52118627333469 -0.56060434630160  0.17476721208879 -0.44273740555064  0.13626781918290 -0.35566853182636  0.91176683544968  0.85023987072997 -0.48830796133855 -0.55340516860481 -0.71319422043065 -0.06548278256127 -0.42720829403678 -0.60475096894687  0.03876259662071  0.49946508381844 -0.18579128861141  0.13566876217921  0.73328011546425  0.61900685082270 -0.39816878242129  0.75586490252514 -0.27960262905291 -0.20681340372625  0.25471800365305 -0.46585946697389 -0.24357056785749 -0.40657043236810 1275100.00000000000000
-0.20494962754846 -0.25938041625749 -0.99497718519341  0.76874744655679 -0.36980629462105  0.12478115681262  0.23213602730820  0.07086728134033 -0.93652976571736 -0.68707715463167 -0.09998100225391  0.15178669137216  0.45949253721173  0.75078856431744  0.08037031825310  0.84265068477369 -0.49994269774588  0.66805090722256  0.26867924687197 -0.78063135727895  0.01048820504257  0.86665134399374 -0.09494611800450  0.88994503106375 -0.65035563730018  0.20970386585652 -0.73942636428235 -0.71690180224575 -0.43067769910440  0.82151313628391 -0.69691377680487  0.45091702264550 -0.19736127530339  0.80398415118163 -0.44789325113199 -0.48775100660430 -0.85462542614878 -0.95641231500921  0.56970905118737  0.25497031805245  0.03468280270982 -0.50784443344682 -0.79541238066825 -0.27571709043584 -0.52439542134871  0.06648819873469  0.55880848195838  0.92549607536795 -0.35271219819904 -0.15395821523980  0.28306392589857 -0.53928571704288  0.54027969136791 -0.37942954333040  0.07320033553387 -0.43595920174084  0.34316799041548  0.48014015549793 -0.23039264472967  0.17394063309739 -0.11454286020302  0.48845778437121  0.62687405815123  0.72848344765403 -0.53356685222467  0.64430297633877  0.05089555558562  0.67347235056806  0.86921642679345 -0.92824000669040  0.01352233924555 -0.13612102341493  0.19602148313471 -0.11602230627726 -0.59136217323251 -0.80729856019354 -0.46730069076511  0.06211329633049 -0.82287055420746  0.79884531275984 -0.81864714653024 -0.19343559142545  0.03345956101032  0.20651732020556 -0.29570988559686 -0.39016748579687 -0.47202470907501 -0.57009396023125 -0.08981601881144 -0.54700811086792 -0.40570844204159  0.71795355509977 -0.02573230820742 -0.25660945886321 -0.64025121391887 -0.22020535999391 -0.23142391357318 -0.46568702497440  0.55600644493563  0.02559099415925 -0.23295693022767 -0.08571694673855  0.89156245550386 -0.45063414318455 -0.30702825718733 -0.43260521041883 -0.07045644204900  0.43170179836729  0.52517120758196 -0.35348040675689  0.56580643982243  0.80963943739315  0.21243551316209 -0.48619224786832  0.38946292432566  0.11952636425024  0.45105729819458 -0.22777674217558 -0.18374472508605 -0.51376676239121 -0.09827253357468 -0.01466117418481 -0.07813230264687 -0.32526237676987  0.81827601809142 -0.50772166206676  0.64877098971719  0.32262177823456  0.09481065603233 -0.61190153984743 -0.27269582317386 -0.25265316533594  0.51795396308286 -0.55659795526371  0.17499998756582 -0.44544288733731  0.13179180287398 -0.35909237229117  0.90981815992860  0.85283101798315 -0.48910314858850 -0.55346684270520 -0.71787641017601 -0.06182740094711 -0.42958689609643 -0.60423623229116  0.04018976725093  0.49940861357801 -0.18100798316792  0.14052531397894  0.73838929277113  0.62034252174358 -0.39667352827065  0.75424527370600 -0.27718877267522 -0.20874273741598  0.25406057851371 -0.46733473625297 -0.24621062404268 -0.40326431355395 1275200.00000000000000
-0.20481852518286 -0.25872410362966 -0.98941062627816  0.76847271365885 -0.36780606726333  0.12739018193479  0.22668176319751  0.07568691457201 -0.93668583255628 -0.68934696013741 -0.10268983970852  0.15276224611183  0.45677119934491  0.74576968948997  0.08033445926918  0.84377383470375 -0.50102167914957  0.66642230176762  0.26851776550682 -0.77725270320155  0.01096841021343  0.86268215405175 -0.09883003591443  0.88917965553734 -0.65022352283815  0.20994773607649 -0.73308190504839 -0.71666134883065 -0.42850663054662  0.82308834284558 -0.69915146164220  0.44674128264711 -0.20117587164000  0.80276970778338 -0.45054586164768 -0.49039579470086 -0.85488702273853 -0.95571566256737  0.56951725186289  0.25229887651501  0.03205123417671 -0.50460715219233 -0.79826450910241 -0.28175659134659 -0.52008313005180  0.06704306787471  0.56169108651254  0.92534306254374 -0.35689972059016 -0.15046233666159  0.28241683010292 -0.53845494984250  0.54133950021524 -0.38275658754484  0.07258413100972 -0.43523166572743  0.34453499443647  0.47931267453335 -0.23156315947872  0.17386598582963 -0.12347061812860  0.48707708818577  0.62681632743096  0.73255190056148 -0.53263223335375  0.64685386055108  0.04876987710954  0.67192824746369  0.87314976971421 -0.93350177472906  0.01690471024025 -0.13917700523214  0.19048895757718 -0.11325726276777 -0.59296321571233 -0.80595304476943 -0.46271389881829  0.06199502948664 -0.82154412473705  0.80450601831112 -0.81993791822943 -0.19346819296704  0.03566948258117  0.20518948995402 -0.29595095308748 -0.38849350111011 -0.46718067283277 -0.57084992401592 -0.08738124500011 -0.55458129175212 -0.40513224280799  0.71774977239878 -0.02360922312952 -0.25566139914945 -0.64326966450738 -0.22295625386527 -0.23433798397390 -0.47451462631132  0.55880646076346  0.02801300164510 -0.23442051123289 -0.08617907586371  0.88901311538539 -0.45339570011537 -0.30524956090478 -0.42703790580537 -0.06872593154096  0.42980829912394  0.52608316153494 -0.35586203407321  0.56643849230237  0.80688021342415  0.21120254394157 -0.48685614128335  0.39076884126410  0.12161341403376  0.45352058462973 -0.22735239344722 -0.17877077927196 -0.51765438816918 -0.10152979442223 -0.01886144137720 -0.07921382046137 -0.32712565863521  0.81638016064659 -0.51479757778723  0.65275737558589  0.32140863497785  0.09911196961131 -0.61218862761102 -0.27429147525176 -0.25473237097855  0.51593932592347 -0.55574181248306  0.17169077585283 -0.44214250077009  0.12939567533787 -0.35500918219405  0.91287191248286  0.85169372079503 -0.48661228428289 -0.55603866085056 -0.71491218139959 -0.06564754387760 -0.42836999032129 -0.60690155188083  0.03639330077886  0.49518099888304 -0.18559806446824  0.13746003560983  0.73649364137048  0.62106369360103 -0.39407207684399  0.75673875698244 -0.27732970493961 -0.20649486196172  0.25549604295079 -0.46551391099942 -0.24733778505731 -0.40905236703809 1275300.00000000000000
-0.20761266190957 -0.26088344938710 -0.99014962080195  0.77187170967043 -0.36886140898285  0.12493941591827  0.23262537366760  0.07132787385872 -0.93950483114915 -0.68447193449094 -0.09881306106582  0.15488598328077  0.45575228083708  0.74734816792777  0.07888847358774  0.84138670022142 -0.50008471509565  0.66715812974630  0.27362376760391 -0.78095228100397  0.00887021931355  0.86499238427397 -0.09769516782457  0.89216180073405 -0.64821712323924  0.20727610428651 -0.73627824364038 -0.71844619568254 -0.42631081991957  0.82075397201192 -0.69627599760297  0.44744892135167 -0.20164681512652  0.80268122506943 -0.44884301083901 -0.49096234776109 -0.85442111926496 -0.95536670078806  0.56936671040007  0.25142252604928  0.03101884345417 -0.50500681377740 -0.80027156966934 -0.28214742441128 -0.52584140756510  0.06330675522448  0.56066815521633  0.92592702022958 -0.35546052002000 -0.15242402215171  0.28025203578287 -0.54392074369969  0.54024189955030 -0.38029233554702  0.07635493062684 -0.43824166904992  0.34340269028186  0.47963329142785 -0.23263995860937  0.17397963862467 -0.12302978515370  0.48649167223647  0.62314082155922  0.72741214565325 -0.53657761667332  0.64482947304920  0.04898263854761  0.67549592279360  0.87220944294043 -0.93458002712529  0.01912559688598 -0.13902915189034  0.18882791723702 -0.11736410816608 -0.59024337994434 -0.81396853043051 -0.47130701052862  0.05444488129614 -0.81993857098109  0.80438850873561 -0.81730420304128 -0.18910602076817  0.03227394373795  0.20682390884302 -0.29769600191992 -0.38892927964136 -0.46844244126102 -0.56945591390445 -0.09044100118997 -0.55127566388763 -0.40644606320236  0.71416496801099 -0.02559386196242 -0.25815035593883 -0.64173362058760 -0.21788368888494 -0.23095324586933 -0.47020519037457  0.55922515574152  0.02489998676047 -0.23334210519704 -0.08730074982697  0.88934923659919 -0.45341157848492 -0.30671581676104 -0.43637239231832 -0.06968159127508  0.43414545756868  0.52500825086634 -0.35642883180449  0.56844498005891  0.81173002321141  0.21445419109264 -0.48930263719527  0.39262764677019  0.11945640124105  0.45748400686831 -0.22288910845599 -0.18027386331018 -0.52080770163090 -0.09941624215479 -0.01493745943537 -0.07666712041071 -0.32231562853147  0.81919835475272 -0.51178532734705  0.65445754434504  0.32124354160862  0.09977285197325 -0.61486617714157 -0.27928229454949 -0.25187903412004  0.51802686213609 -0.55841513931408  0.17526776785482 -0.44040847106216  0.13177305090320 -0.35434749870147  0.91135837344604  0.84837413900367 -0.48787891691416 -0.55658186671825 -0.71599024674659 -0.06421951455546 -0.42658298698818 -0.61010432279596  0.03686515869741  0.49741080682480 -0.18812551183904  0.14247675912042  0.73575501635875  0.62032755508533 -0.39822691640148  0.75613809506544 -0.27274523091179 -0.20314248674567  0.25457462678635 -0.46343907900386 -0.24148485748999 -0.40830999766229 1275420.00000000000000
-0.20475662979228 -0.25871181489104 -0.99287333976240  0.76983115340071 -0.36933124662842  0.12675001298592  0.22887941589681  0.07269571488975 -0.93662152191219 -0.68818333292950 -0.10222715163649  0.15333676858779  0.45804939428302  0.74862940385968  0.07739524051905  0.84434038659523 -0.50134446165197  0.66963218601081  0.27127176565452 -0.78127444425242  0.01382991855929  0.86403445130161 -0.09605156321686  0.88987021580115 -0.65105039477332  0.20696724697344 -0.73568921595195 -0.71637315253706 -0.42441319900087  0.82451421410505 -0.69902151049887  0.44514733529002 -0.19725600853335  0.79612864999472 -0.44708371377229 -0.49133666707870 -0.85515532623773 -0.95903641751116  0.57216586025056  0.25023801322073  0.02766094514057 -0.51043000600055 -0.79382433623920 -0.28284167024633 -0.52401429862004  0.06137104753810  0.56109303017480  0.92464578777244 -0.35305296301548 -0.15025480039005  0.28079489352375 -0.53854540880366  0.54487850497595 -0.38082781250216  0.07131196558397 -0.43909986476994  0.34192177848124  0.47441384070446 -0.22994051566624  0.17591516444553 -0.12195981904106  0.48338373562066  0.62563826968723  0.73020985528801 -0.53756959373293  0.64362565725238  0.05288355018891  0.67513910643816  0.87438316239307 -0.93485668150538  0.02204113919292 -0.13545077276649  0.19280148164792 -0.11810994099797 -0.58936674434444 -0.80756321469230 -0.46729806205784  0.05909429717026 -0.81963138973662  0.79782871967428 -0.81641263774068 -0.18621673509286  0.03333368685591  0.20465303141005 -0.29333269931562 -0.38548128999987 -0.46706867208172 -0.56758740137230 -0.08421344760402 -0.55042621819781 -0.40610858748651  0.71681967109960 -0.02622432650913 -0.25256999263735 -0.63896310022512 -0.21915214458790 -0.23352003632927 -0.47563051096842  0.55921561956144  0.02671641645739 -0.22938289799621 -0.08667000116345  0.88707812815097 -0.45020771703015 -0.30284263787238 -0.42966995638336 -0.06956321008492  0.43472072398410  0.52838211920981 -0.35981984246094  0.56606124224324  0.81022254217246  0.21469488340352 -0.49340198189695  0.38887884259069  0.12015441326254  0.45774830315554 -0.22271370142836 -0.17900065221150 -0.51479398669666 -0.10071120001155 -0.01121350396850 -0.07335668031101 -0.32574633165332  0.82025086261192 -0.51353388401041  0.65032350716765  0.31717756639138  0.10254623194078 -0.61134290734691 -0.27454596768087 -0.25389323595571  0.51792562958141 -0.56192188229354  0.17390656745617 -0.44295209968643  0.13329819594753 -0.35463408137790  0.91151802076685  0.84861660049729 -0.49074899539945 -0.55561596776701 -0.71658867912034 -0.06861461554523 -0.42480883040840 -0.60735010330064  0.03927976961531  0.50013539299802 -0.18282588622463  0.14016141657236  0.73352340325533  0.61796970195977 -0.39780042366122  0.75863689355930 -0.27105652963917 -0.20604354707947  0.25585665496152 -0.46798829305004 -0.24167950227245 -0.41133977847288 1275520.00000000000000
-0.20576289152644 -0.25939272372512 -0.99136792400943  0.76899922536381 -0.36856495017516  0.12363623692818  0.22516944715081  0.06531605245307 -0.93727567824417 -0.69147958363094 -0.10112141448722  0.15757540962439  0.45667003035956  0.74805971197948  0.07670657926042  0.84581120743177 -0.50034320241229  0.66681645664056  0.27282697028717 -0.78017737980872  0.00959406481055  0.86507115404088 -0.09570655494907  0.88440244081953 -0.64961647282429  0.20638454468423 -0.73530484795616 -0.71906986331131 -0.42562142447400  0.81948048549030 -0.69412572377338  0.44620950305113 -0.20102309072371  0.80259700713913 -0.44528160956251 -0.48762015376633 -0.85465376240276 -0.95314738171028  0.57283997850560  0.25497522541007  0.02858053463255 -0.50936895890968 -0.79167982767847 -0.27998493420577 -0.52236170016872  0.06625128431826  0.55967492626787  0.92295507164293 -0.35498031826627 -0.15253418113137  0.28199560197834 -0.54460204172264  0.54228989353318 -0.38263111463466  0.07341087557918 -0.43757945770257  0.34354332526130  0.47655722113684 -0.23013451095338  0.18207075324060 -0.12375486775288  0.48748762716361  0.62348212461292  0.73020327871039 -0.53534999863379  0.64391584030375  0.05295632825691  0.67681919591799  0.87293372832295 -0.93326594190819  0.01895140642201 -0.13392138366405  0.19422760199028 -0.11458449653441 -0.59257331350929 -0.81062829074850 -0.46624909741852  0.05727464405213 -0.82001220679013  0.79789425309296 -0.82099877249689 -0.19096530752752  0.03587869438269  0.20463161976270 -0.29701758948183 -0.38538164249794 -0.47083261187642 -0.56820300295501 -0.07915678310415 -0.54886149594223 -0.40574832121479  0.71494587481936 -0.02660791290239 -0.25736469138161 -0.64027496683730 -0.22472739709698 -0.23295801186349 -0.47086887147611  0.55903304226627  0.02968054956389 -0.22982250506393 -0.08881499282294  0.89339278624437 -0.45474324284540 -0.30430082942492 -0.43140247102660 -0.07000539470460  0.43427480510037  0.52460247543694 -0.35623462942824  0.56688248398269  0.80567025846250  0.21668109649293 -0.49323564765022  0.39312529273349  0.12155452805516  0.45766662931628 -0.21653300044549 -0.18139904401268 -0.52053433912293 -0.09494516020531 -0.01356852085105 -0.07557118444568 -0.32510189557418  0.81830412013113 -0.51213708266680  0.65181151124440  0.31897074836641  0.10108129998936 -0.61272811617435 -0.27445241445893 -0.25256532415331  0.51468756642150 -0.55701056124919  0.17277634273027 -0.44203087542616  0.13141759375591 -0.35289826284163  0.91521255663586  0.85377795506794 -0.48662960207254 -0.55311411961438 -0.71917898368167 -0.06743425010618 -0.42323186155019 -0.61142338007148  0.03705310547610  0.49411712692998 -0.18768804656352  0.14088065798727  0.73220372440229  0.62302832860195 -0.39392244973246  0.75573989645595 -0.27578584504723 -0.20477316291222  0.25822869148570 -0.46351505898699 -0.24487538222552 -0.40702366014657 1275625.00000000000000
-0.20552431930670 -0.26162905482667 -0.99605362746509  0.77233494376881 -0.36693299566247  0.12491480836249  0.22519594342028  0.07267921702404 -0.93430451299474 -0.68677762586365 -0.10123096208801  0.15524983109817  0.45730035898337  0.74799386634260  0.08141875001037  0.84397900933352 -0.50201759214999  0.66725393012897  0.27218090332344 -0.78179796097544  0.01089343882851  0.86311193957198 -0.09213975843223  0.89142480468491 -0.65143332816354  0.20945578320560 -0.73698015048227 -0.71956378542308 -0.42873570362932  0.82047462104470 -0.69426098961994  0.44753460045527 -0.19660827989653  0.79969650147216 -0.45000216269968 -0.49071004498058 -0.85174110751938 -0.96005703168489  0.56947277395974  0.25270289432593  0.03073548200430 -0.50818763160352 -0.79858741351989 -0.28333547273095 -0.51995188376979  0.06172608816779  0.56372771654242  0.92762514147242 -0.35223641329447 -0.15610410855985  0.28030268557700 -0.54146815730578  0.54155281010138 -0.38256715563272  0.07334783868234 -0.43872964772262  0.34444586332640  0.47825876906161 -0.22504825510384  0.17664140468279 -0.12444710193566  0.48072672394487  0.62515821371104  0.72858980760215 -0.53153514601568  0.64329190419518  0.04838959803627  0.67532516541835  0.86778632181996 -0.93300209573596  0.02135958742580 -0.13206527120242  0.19264990126709 -0.11630388448565 -0.58950378451150 -0.80813417824974 -0.46778267815079  0.05639462195817 -0.82238432743341  0.79667511084042 -0.81047984235916 -0.19359491707690  0.03555385157367  0.20118223068282 -0.29344154599856 -0.38676221780965 -0.46991401994468 -0.56887766898493 -0.08616617281458 -0.54756207977496 -0.41060006456794  0.71277383565493 -0.02464851258161 -0.26238132094150 -0.64068040597855 -0.21940309472733 -0.23248425229175 -0.46988467793031  0.55609089326591  0.02743001128495 -0.23319625860385 -0.08714571116525  0.89193578960227 -0.45474142405252 -0.30388105393956 -0.42894017767104 -0.06825697603724  0.43600031455810  0.52641821758858 -0.35932296176341  0.57216256244057  0.81013676562254  0.21405663779764 -0.49176883627729  0.39288112177091  0.12193234248496  0.45689466547247 -0.21979778961454 -0.18246177954173 -0.51395199959604 -0.09753209823013 -0.01900538116968 -0.07838653927971 -0.32732967562108  0.82191566860444 -0.51049231652856  0.65416839452728  0.31522708319044  0.10110467071956 -0.61047291544900 -0.27673224358637 -0.25161707053931  0.51894257204330 -0.55794194469117  0.17391196373471 -0.43979535026998  0.12907591183556 -0.35949770166385  0.91025556339628  0.84744922684492 -0.49071728323812 -0.55619625788003 -0.72084565778164 -0.06665017128950 -0.42721850129978 -0.60750614342329  0.04051211378957  0.49533136631112 -0.18619412626439  0.14212139399804  0.73408136989144  0.62623765773844 -0.39610735408302  0.75915303563914 -0.27296391665098 -0.20278021662323  0.25524866806803 -0.46414833797580 -0.24306186428220 -0.40784258586091 1275735.00000000000000
-0.20772186825285 -0.25993452340854 -0.99585946602055  0.76316047182167 -0.37324544645460  0.12728137757162  0.22346827679939  0.06967383641871 -0.93807095341423 -0.68714379872078 -0.10328360682717  0.15876343143991  0.46101076962840  0.74652742213056  0.07506547692801  0.84318467354281 -0.49843358944890  0.66346905805268  0.27224040087833 -0.77620649788375  0.01233898525877  0.86746291064390 -0.09164950159215  0.89180704166002 -0.65053534925844  0.20875802900554 -0.73254102348800 -0.71892341698023 -0.42558913808398  0.82203044332725 -0.69966902963240  0.44572360181507 -0.19813771339195  0.80301067967501 -0.44987560330973 -0.48608297440622 -0.85096583431322 -0.95543273011056  0.56893925836345  0.24951278840230  0.02918588891999 -0.50712212491860 -0.79542930082421 -0.28375208743304 -0.51901222521317  0.06701930364822  0.56099952221866  0.92690743702389 -0.35044820367246 -0.15744008038962  0.28028384060583 -0.54238232522945  0.54155690893745 -0.38198391193097  0.07496357977775 -0.43711378779241  0.34633417707344  0.47879626843922 -0.22705118897782  0.18162170346926 -0.12329004484274  0.48421074709470  0.62251379780968  0.72987446603967 -0.53280245535924  0.64222594908518  0.05252865400651  0.67702240108172  0.87233660672186 -0.93202082366654  0.01979737701818 -0.13496727404075  0.18888895545908 -0.11472612267683 -0.58923666323601 -0.80636160026820 -0.46707007732736  0.05600277618508 -0.82160694563220  0.79650330972573 -0.81439883099556 -0.18871409114508  0.03710051134689  0.20239144194594 -0.29550535935075 -0.38958238156794 -0.47054960501100 -0.57065896310081 -0.09016039509386 -0.54776660510784 -0.40678038773719  0.71133644168420 -0.02566251882558 -0.25743632662921 -0.63945956927461 -0.22039374560965 -0.23859112123161 -0.47457298612752  0.55505722649576  0.02531471444388 -0.23505889045562 -0.09058036756801  0.89380034202522 -0.45336553625879 -0.30674831054946 -0.42778232980890 -0.06853218165760  0.43504106058544  0.52460907013083 -0.35797121796479  0.56841879384952  0.80899066794335  0.21541901778227 -0.49277908159750  0.38802585668763  0.11859201985409  0.45335660719994 -0.21873742225960 -0.17844235659992 -0.51573415407955 -0.09808089345526 -0.01258056210317 -0.07232154644025 -0.32604740262917  0.81849742549197 -0.50900323277171  0.65491500033427  0.31729466715419  0.09690164471327 -0.61062092345854 -0.27477175547759 -0.25192116422822  0.51830065197238 -0.56153030735384  0.17269149748828 -0.44402454551848  0.12913693267233 -0.35535113900192  0.91083262532081  0.85129675739933 -0.49430217810419 -0.55313512434093 -0.72067832968112 -0.06605326960530 -0.42539777191072 -0.60885547937206  0.03434490182307  0.49806377177839 -0.18665714434081  0.14016198020249  0.73592770960128  0.62443784929365 -0.39899087819416  0.75703971185766 -0.27444003544048 -0.20189618717136  0.25660821996995 -0.46468512808429 -0.24205127811560 -0.41047316229702 1275840.00000000000000
-0.20243560299309 -0.26107238291009 -0.99099759324246  0.77184025852075 -0.37349227547618  0.12711410119739  0.22600101258044  0.07115204020133 -0.93548802068274 -0.69241119533447 -0.10427049169577  0.16203120291714  0.45728697559008  0.74641749579957  0.07891910406682  0.84098365271822 -0.49835668088577  0.66599037993823  0.26875019619583 -0.78001934808917  0.01142876493522  0.86288457695998 -0.09093393447698  0.88563401250543 -0.65068893053111  0.20864226752261 -0.73871208256001 -0.71948502883038 -0.42587828216761  0.82525969297226 -0.69741757935701  0.44711336102224 -0.20038483086019  0.80071252919280 -0.44596020302625 -0.48669549264666 -0.85489933833792 -0.95289502548057  0.56941135649304  0.24858143604117  0.02923636798234 -0.51098398800172 -0.79672802210000 -0.27942796910945 -0.52013559121677  0.06546297299151  0.56231491305075  0.92604113374680 -0.35379416585388 -0.15458606713677  0.28107598491372 -0.54377010180086  0.53991295097872 -0.38106339682469  0.07055336908054 -0.43863873911397  0.34238922447851  0.47515991524833 -0.22668083354008  0.17785847843258 -0.12024397101032  0.48180564575628  0.62348574191248  0.72933448963114 -0.53548998682751  0.64247213188960  0.05411866630127  0.67594689769925  0.87166076919101 -0.92980727947327  0.02533078471032 -0.13261019959708  0.19136256537208 -0.11610761005681 -0.59405888008649 -0.80857882737966 -0.46452373019067  0.05884108664127 -0.82528197022414  0.79816991306562 -0.81673557546117 -0.19455988098015  0.03991401433081  0.20714702844845 -0.29453140031792 -0.38776354505049 -0.46763878024702 -0.57041396036856 -0.08543659692968 -0.54597785851553 -0.40835739128452  0.71489808975085 -0.02515231415303 -0.25802663020589 -0.64019582773868 -0.22120909964240 -0.22803242847516 -0.47391636850791  0.55997452708709  0.02833273508173 -0.22803879596549 -0.08550411781645  0.89204967912193 -0.45789382808009 -0.30183561597383 -0.43133172917278 -0.06602595803334  0.43296988385731  0.52916958639635 -0.35808537126344  0.56833011316724  0.80912976100868  0.21416885294820 -0.49859665054044  0.39743496014547  0.12472651086662  0.45499481999829 -0.22213435152230 -0.17827051534445 -0.51676607074557 -0.09597255121902 -0.00966012309246 -0.07466598195246 -0.32337380931751  0.82065144136349 -0.51267646765507  0.64975956175364  0.31430355545507  0.10235398555537 -0.61285227852564 -0.27558423779760 -0.25289182575776  0.51553577168887 -0.55444628770196  0.17194135163466 -0.44026562067260  0.13285525230427 -0.35683759016062  0.90923237908164  0.85095634679743 -0.48954215592956 -0.55798772261320 -0.71442826698502 -0.06613910918922 -0.42472998246137 -0.60982097331110  0.03713119122156  0.49508295295982 -0.19026794429301  0.13922741002950  0.73333720632027  0.62349614734472 -0.39715715228534  0.75804520024982 -0.27289881336390 -0.20533115710495  0.25617034021031 -0.46626363037662 -0.23910565802292 -0.40890591457570 1275945.00000000000000
-0.20848423957337 -0.26507579423726 -0.99338753340909  0.77514685717224 -0.37180629321786  0.12263802076327  0.22512398243639  0.06607989422573 -0.93724389418149 -0.69150567709033 -0.10236422613730  0.15835592817665  0.45610562805018  0.74208543630690  0.07654963427999  0.84043623564747 -0.50278901546338  0.66382875375969  0.27099334300655 -0.78012378352503  0.01098738780283  0.86075822499815 -0.09127630591290  0.89016605569909 -0.64892517245166  0.20863681668864 -0.73559316064855 -0.71687535736476 -0.42642990401898  0.81726479080614 -0.69237434654806  0.44943766687694 -0.19590926655908  0.80032746485056 -0.44820832727897 -0.48626804916813 -0.84943245281066 -0.95641246469179  0.57236077236909  0.24882521432962  0.02981478667644 -0.51164806349210 -0.79817995632150 -0.28343918004143 -0.51709934341824  0.06083948168031  0.56956457956991  0.92496624089118 -0.35693733264035 -0.15819023977143  0.28267813996009 -0.54564947816475  0.54439794158582 -0.38196825448932  0.07501188247317 -0.43902787574298  0.34209954450135  0.47663842701739 -0.22493284532203  0.17737926926226 -0.12243276594726  0.48210198623848  0.62332641491156  0.72929639684569 -0.53595605726000  0.64267821392227  0.05604685250223  0.67761340737801  0.87369254386747 -0.93265276847755  0.02404355995521 -0.13178087450214  0.19145980354495 -0.11687063540231 -0.59061124813752 -0.80960943016180 -0.46667262954434  0.05807729092306 -0.82345962340452  0.79796260784467 -0.81581490238816 -0.19143131505749  0.04014544248132  0.20289035921886 -0.29535773117918 -0.38740997513208 -0.47140913160463 -0.56932675140278 -0.08092719536122 -0.54517869361740 -0.40520222056428  0.71446537484089 -0.02472200216429 -0.25647945277892 -0.64149029386101 -0.21878029702347 -0.23358849482485 -0.47063519150933  0.55684686391938  0.02847239287338 -0.22596027361683 -0.08948459061663  0.89168433123074 -0.45812919816935 -0.30227167200643 -0.43123809886708 -0.06888673493460  0.43372647433716  0.52692023324783 -0.36162305002442  0.57060845626377  0.80814956422347  0.21540946226110 -0.49624154774196  0.39100886315660  0.12274035049460  0.45559058558005 -0.21885649794932 -0.18104753916329 -0.51489825166197 -0.09580229621669 -0.01135231940589 -0.07611077035958 -0.32311803060247  0.81787994546370 -0.51743277616868  0.65218078972386  0.31974283631058  0.10030675762749 -0.61023457396262 -0.27221516310060 -0.24990631819883  0.51529028778196 -0.55460005299202  0.17764817934346 -0.43838223129092  0.13685957727094 -0.35662959247361  0.91226293075772  0.85019611153471 -0.48877222166669 -0.55676623978317 -0.71657310400742 -0.06744036343479 -0.42457249940888 -0.60750046984123  0.03899473402369  0.49367062045868 -0.19067554844720  0.14440782785633  0.73717815904477  0.62154954104041 -0.39850396885606  0.75611448623671 -0.27035213954054 -0.20055580165053  0.25649513475137 -0.46684193119013 -0.23805351841237 -0.40970800351426 1276055.00000000000000
