time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
1969/12/31/19:21:15.045000,247348,1275,45000000,firefly/imugt_link,5.74475936768e-08,-2.56827228195e-08,-0.757278930182,-0.653091587683,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000444927528209,3.87079423473e-05,0.0109084453393,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.93510765243e-08,1.11147786638e-08,9.80008419445,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.060000,247349,1275,50000000,firefly/imugt_link,5.12750384618e-08,-2.44157498443e-08,-0.757298911547,-0.653068417986,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000442316578926,3.56925726914e-05,0.0108598370731,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.11128466555e-08,1.29828157752e-08,9.80008894807,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.060000,247350,1275,55000000,firefly/imugt_link,4.49082698421e-08,-2.31295062463e-08,-0.757318815029,-0.653045337173,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000443787213092,3.25490422896e-05,0.0108138958004,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.28760494155e-08,1.49214654522e-08,9.80008856236,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.060000,247351,1275,60000000,firefly/imugt_link,3.83579072356e-08,-2.18285304897e-08,-0.757338640626,-0.653022345265,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000445775366139,3.33005831229e-05,0.0107679694131,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.46461548112e-08,1.68856630794e-08,9.80008537915,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.065000,247352,1275,65000000,firefly/imugt_link,3.16327071082e-08,-2.05158633416e-08,-0.757358388347,-0.652999442266,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.00044632276752,3.3070335847e-05,0.010719197193,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.64411430542e-08,1.88252654289e-08,9.80008085087,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.070000,247353,1275,70000000,firefly/imugt_link,2.47402606072e-08,-1.9192883288e-08,-0.757378058215,-0.652976628168,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000445823818729,3.28891733339e-05,0.0106677611947,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.82881589202e-08,2.07023427228e-08,9.800075855,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.080000,247354,1275,75000000,firefly/imugt_link,1.7720922716e-08,-1.78502496618e-08,-0.757397650186,-0.652953903038,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000444388543628,3.10899773134e-05,0.0106200900283,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.8706483105e-08,2.02778960434e-08,9.80008668413,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.080000,247355,1275,80000000,firefly/imugt_link,1.06047645413e-08,-1.64806096026e-08,-0.757417164244,-0.65293126691,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.00044520298009,3.00164560499e-05,0.0105707587351,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.91812565001e-08,1.97955408161e-08,9.80009114079,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.095000,247356,1275,85000000,firefly/imugt_link,3.41395766961e-09,-1.50782710906e-08,-0.75743660039,-0.652908719799,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000444691171308,2.78361179618e-05,0.0105221261667,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.97342381647e-08,1.92965933155e-08,9.80009183378,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.095000,247358,1275,95000000,firefly/imugt_link,-1.11327819885e-08,-1.21616150713e-08,-0.757475239022,-0.652863892606,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.00044308442625,2.85166883983e-05,0.0104195454849,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.11022976405e-08,1.85095247952e-08,9.80008793401,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.100000,247359,1275,100000000,firefly/imugt_link,-1.8470311767e-08,-1.06450987699e-08,-0.757494441567,-0.652841612488,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.00044056534686,3.16137614145e-05,0.01036908383,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.19005545765e-08,1.8328900347e-08,9.80008500853,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.105000,247360,1275,105000000,firefly/imugt_link,-2.58432320327e-08,-9.09113754566e-09,-0.757513566313,-0.652819421319,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000446981997466,2.96782943002e-05,0.0103164689655,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.27537786103e-08,1.83132173982e-08,9.80008201657,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.115000,247361,1275,110000000,firefly/imugt_link,-3.32210818122e-08,-7.51506552451e-09,-0.75753261322,-0.652797319164,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000445705570606,2.95756590073e-05,0.0102678655197,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.14251178155e-08,1.78486237469e-08,9.80009815231,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.115000,247362,1275,115000000,firefly/imugt_link,-4.05807630872e-08,-5.92812407836e-09,-0.757551582274,-0.652775306054,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000445050197532,3.11405311466e-05,0.0102231003607,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.01075871443e-08,1.73949815114e-08,9.80010667091,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.125000,247363,1275,120000000,firefly/imugt_link,-4.78923537582e-08,-4.33874265833e-09,-0.75757047346,-0.652753382023,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000443303795986,2.97861024445e-05,0.0101758846121,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.8086530436e-08,1.63538937614e-08,9.80011578677,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.130000,247364,1275,125000000,firefly/imugt_link,-5.51330505617e-08,-2.75190540075e-09,-0.757589286779,-0.652731547083,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000442228118343,3.46444223498e-05,0.0101278411822,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.61329555863e-08,1.52398550246e-08,9.80011997284,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.130000,247365,1275,130000000,firefly/imugt_link,-6.22851295998e-08,-1.16973550701e-09,-0.75760802225,-0.652709801231,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000445158480807,2.92831737571e-05,0.0100820095112,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.42675607411e-08,1.40288040183e-08,9.80012120321,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.135000,247366,1275,135000000,firefly/imugt_link,-6.93348420309e-08,4.07710088644e-10,-0.757626679899,-0.652688144449,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000445449988482,2.89187324158e-05,0.0100383978261,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.2514082649e-08,1.27360294903e-08,9.80012073792,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.140000,247367,1275,140000000,firefly/imugt_link,-7.6247378769e-08,1.97998091122e-09,-0.757645259715,-0.652666576768,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000445194951409,2.91264468883e-05,0.00999516542862,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.93831608561e-08,1.02731358905e-08,9.80013297639,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.145000,247368,1275,145000000,firefly/imugt_link,-8.29971674755e-08,3.54711947048e-09,-0.757663761705,-0.652645098195,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000447290764717,3.19819546668e-05,0.00994720525832,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.6328986932e-08,7.80436304824e-09,9.80013965504,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.150000,247369,1275,150000000,firefly/imugt_link,-8.95657693893e-08,5.10874000005e-09,-0.75768218589,-0.652623708722,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000442451364452,3.01630757742e-05,0.00990353236245,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.33425577472e-08,5.40062726768e-09,9.80014288326,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.155000,247370,1275,155000000,firefly/imugt_link,-9.5940092696e-08,6.66352261746e-09,-0.757700532298,-0.652602408328,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000442608577216,2.53382797582e-05,0.00985851644095,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.04073699729e-08,3.11155789887e-09,9.8001440249,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.155000,247371,1275,160000000,firefly/imugt_link,-1.02102952554e-07,8.22614890664e-09,-0.75771880095,-0.652581197007,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000438538284888,2.53216069049e-05,0.00980996166695,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.897138507e-09,-4.3459798538e-10,9.80015045047,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.165000,247372,1275,165000000,firefly/imugt_link,-1.08038533125e-07,9.78833150047e-09,-0.757736991875,-0.652560074739,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000437617034341,2.41105788206e-05,0.00976409755971,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.34042541695e-09,-3.01464197915e-09,9.80015646375,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.170000,247373,1275,170000000,firefly/imugt_link,-1.1373515636e-07,1.13434392973e-08,-0.757755105107,-0.652539041502,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000435232652656,2.54510872841e-05,0.00971210418877,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",8.2187672921e-10,-5.52570776533e-09,9.80016107337,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.175000,247374,1275,175000000,firefly/imugt_link,-1.1918361827e-07,1.28866587911e-08,-0.757773140686,-0.652518097262,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000434115061848,2.70747849919e-05,0.00966633358735,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.65757704457e-09,-8.02809207938e-09,9.80016377479,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.180000,247375,1275,180000000,firefly/imugt_link,-1.24376240327e-07,1.44151073385e-08,-0.757791098658,-0.652497241982,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000437236138532,3.15999100039e-05,0.00961811560513,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.08227072181e-09,-1.05707639905e-08,9.80016622875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.185000,247376,1275,185000000,firefly/imugt_link,-1.29306477138e-07,1.59277119956e-08,-0.75780897907,-0.652476475622,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.00044423717508,3.39555438796e-05,0.00957093389773,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-9.4299518115e-09,-1.31784089567e-08,9.80016770196,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.190000,247377,1275,190000000,firefly/imugt_link,-1.33968887918e-07,1.74247992636e-08,-0.757826781973,-0.652455798138,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.00044245648875,3.36707252589e-05,0.00952474580305,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.26800529206e-08,-1.58451430387e-08,9.80016914658,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.195000,247378,1275,195000000,firefly/imugt_link,-1.38359264377e-07,1.89074648754e-08,-0.75784450742,-0.652435209484,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000440992883183,3.48476388968e-05,0.00947681227428,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.58204613744e-08,-1.85380525349e-08,9.80017008853,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.200000,247379,1275,200000000,firefly/imugt_link,-1.4247364664e-07,2.03766881002e-08,-0.757862155478,-0.652414709594,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000443891997036,3.169180321e-05,0.00942701484826,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.89241913871e-08,-2.12526796511e-08,9.80017615759,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.210000,247380,1275,205000000,firefly/imugt_link,-1.46309897616e-07,2.18330332759e-08,-0.757879726213,-0.652394298408,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000444220929404,2.9845616031e-05,0.00938348902762,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.1914999417e-08,-2.38907567159e-08,9.80018013696,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.210000,247381,1275,210000000,firefly/imugt_link,-1.49867225069e-07,2.32762857105e-08,-0.757897219686,-0.65237397587,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000439188615213,2.97040478514e-05,0.00933813386474,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.48180463554e-08,-2.64247963622e-08,9.80018273168,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.215000,247382,1275,215000000,firefly/imugt_link,-1.53145631277e-07,2.47054237027e-08,-0.757914635956,-0.652353741925,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000435327393791,3.04101113707e-05,0.00928996113977,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.76592739573e-08,-2.88507366389e-08,9.80018441141,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.220000,247383,1275,220000000,firefly/imugt_link,-1.56145372407e-07,2.6118886777e-08,-0.75793197508,-0.652333596522,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000434758874166,2.79028555567e-05,0.00924665809911,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.04591645294e-08,-3.11891450686e-08,9.80018548861,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.225000,247384,1275,225000000,firefly/imugt_link,-1.58866532871e-07,2.75150193783e-08,-0.757949237114,-0.65231353961,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000434763448714,2.46195236651e-05,0.00919991799093,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.32281292878e-08,-3.34774236194e-08,9.80018617075,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.225000,247385,1275,230000000,firefly/imugt_link,-1.61317950606e-07,2.88818767948e-08,-0.75796642215,-0.652293571096,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000434730448721,2.63890842026e-05,0.00915508827591,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.59635976847e-08,-3.46748472662e-08,9.80019576278,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.235000,247386,1275,235000000,firefly/imugt_link,-1.63505054232e-07,3.02117140807e-08,-0.757983530266,-0.652273690904,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000434733184382,2.82584428674e-05,0.00910750526026,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.8656979305e-08,-3.59399542522e-08,9.80020157243,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.240000,247387,1275,240000000,firefly/imugt_link,-1.65431033034e-07,3.14999042579e-08,-0.758000561535,-0.652253898963,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000436859295048,2.68593946691e-05,0.00905888320025,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.1295052412e-08,-3.72720700652e-08,9.80020495908,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1969/12/31/19:21:15.245000,247388,1275,245000000,firefly/imugt_link,-1.67104176754e-07,3.27443973366e-08,-0.758017516052,-0.652234195177,"(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0)",0.000434535294647,3.0571618708e-05,0.00901222086261,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.34723580849e-08,-3.83602280137e-08,9.80021322802,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
