-0.20820106619928 -0.26155531960831 -0.99629662862818  0.77045068947272 -0.37427840555463  0.12416838381536  0.22493940033325  0.06734518495784 -0.93408679989511 -0.69244035772592 -0.10690039329491  0.16130059412900  0.45496218874693  0.74249131886150  0.07628176455554  0.84412244797746 -0.49942791719185  0.66252707181970  0.27082815335114 -0.77672216599170  0.01223873497787  0.86093041243966 -0.09141672434709  0.88271321354168 -0.65157211715804  0.20892258634411 -0.73730913057505 -0.71698648745071 -0.42516718262667  0.82248536222802 -0.69206289221507  0.45006505977303 -0.19554742077139  0.79719160179706 -0.44682608838098 -0.48541436442692 -0.85240073928327 -0.95474010788768  0.57294140612084  0.25003312989426  0.02857068471716 -0.50911282043505 -0.79550497184668 -0.28604263131509 -0.51849465912385  0.06213649671808  0.56444093905245  0.92705555543595 -0.35491391506149 -0.15564706393983  0.28425284854527 -0.54159305311967  0.54243622877638 -0.38475688499048  0.07315175482554 -0.43927845349015  0.34308251919614  0.47805667770801 -0.22475419033559  0.18021998653603 -0.12647873372442  0.48592449036773  0.62273145974749  0.72633917215968 -0.53883843728013  0.64607568798244  0.05227967522169  0.68278734702383  0.87406748757471 -0.92836517340780  0.02432005965703 -0.13217448314589  0.19036541459532 -0.10844312530012 -0.59210875798467 -0.80826333027201 -0.47040944304742  0.05628359218606 -0.82594575218990  0.79674164983730 -0.81689597545748 -0.18880851456195  0.03971257013429  0.19917355303350 -0.29792810784204 -0.38970660481973 -0.46971714153718 -0.57113164775544 -0.08016914075204 -0.54765699612548 -0.40765139689662  0.71300904934441 -0.02503038373514 -0.25877526386200 -0.63984758125731 -0.22471163767358 -0.23207665665101 -0.47228479824527  0.55650399617252  0.02802581061001 -0.23213702431285 -0.08810345285213  0.88859012994345 -0.45606267991806 -0.29341030241411 -0.43035705482988 -0.07099304643135  0.43746251822742  0.52770235092354 -0.36014191291508  0.57034862504651  0.80339484757629  0.21601332864694 -0.49676820757295  0.39541716697885  0.12210113440036  0.45989540521336 -0.21377451033101 -0.18376840400420 -0.51653343577633 -0.09743636764474 -0.01285119572325 -0.06977435678092 -0.32221503080632  0.82367048856571 -0.51333183109875  0.64888804484318  0.31603544535062  0.10209495034489 -0.61330651323033 -0.27486248505808 -0.24977923179967  0.51468005496998 -0.55800322919887  0.17461015976935 -0.43496625884014  0.12435874477300 -0.35815492074549  0.91375095976911  0.85108009164811 -0.48417994289951 -0.55565332977636 -0.71952043843084 -0.06932158663058 -0.42183036938135 -0.60995910514885  0.03635075567399  0.49108269484631 -0.18636753140836  0.14514288248938  0.73403432989890  0.62094175735603 -0.39647739912095  0.75749610791660 -0.27312990723036 -0.20345743875244  0.25687828437595 -0.46542973064936 -0.24010441971925 -0.41224296632251 24747.50000000000000
-0.21355017314199 -0.26027051871848 -0.98802392439676  0.76976608534710 -0.36790712779999  0.12203666100193  0.22783384344771  0.06958191121182 -0.93666635948490 -0.68728433260725 -0.10423300930007  0.15677059229534  0.45708803859275  0.74556724451686  0.07370732979356  0.84455367290233 -0.49956527769665  0.66266210997257  0.27090519483701 -0.78214624263111  0.00985431641160  0.86242549695322 -0.09177265871603  0.88706116764116 -0.64871738722163  0.20329899818105 -0.73854449167165 -0.71902611438896 -0.42492972232741  0.82024465960054 -0.69716786830051  0.44933657644446 -0.19554613919151  0.80239009285120 -0.44433383406172 -0.48838052181652 -0.85011835346061 -0.95617115025815  0.57003461704875  0.24981844880876  0.03235405751932 -0.51463952832577 -0.79613343984698 -0.27896078006241 -0.51516170545474  0.06088868628795  0.56457476171644  0.92633319093792 -0.35313770602873 -0.15624384443637  0.28172456087241 -0.54167034934988  0.54410922062842 -0.38557808858596  0.07492093894475 -0.43455096449999  0.34156694044522  0.47642172255122 -0.22381985315747  0.18136759627589 -0.12355834796404  0.48250379715086  0.61935102279047  0.72814309183638 -0.54060560730935  0.63986584621658  0.04968456091000  0.68378504461017  0.86704330583212 -0.92967833855848  0.01971058493300 -0.13139012656961  0.18949351920270 -0.10946412443868 -0.59337990828373 -0.81075532127675 -0.47000637790717  0.05393150696951 -0.82426122652075  0.79923685505284 -0.81680822931673 -0.18722436868992  0.03888861284381  0.20294869374145 -0.29427419529870 -0.38421654935629 -0.46572999791027 -0.57066073440250 -0.08412867684329 -0.54447620996697 -0.40587052114775  0.71399805568569 -0.02472795976988 -0.25899541604211 -0.64096982898045 -0.22700675868607 -0.23115268079175 -0.47387054583529  0.55815459693384  0.02673099869734 -0.23244950376122 -0.08873760877120  0.89203117592770 -0.45614783634380 -0.29758138265416 -0.43127100175414 -0.06186678392688  0.43614199387292  0.52518790063115 -0.35794438663846  0.57321777666199  0.80275957872084  0.21689043544225 -0.49511048856571  0.39412288970749  0.12060341538502  0.45544746348275 -0.21645468141542 -0.18435393310956 -0.51547007179113 -0.09625113423385 -0.01384654503495 -0.06844086346577 -0.32496335979110  0.82018613977693 -0.51126579482766  0.64860678471354  0.31501169507524  0.10557184801665 -0.61229754681127 -0.27179342576272 -0.25027387802063  0.51330693714294 -0.55459387863988  0.17212411768928 -0.43729932503216  0.13304225341966 -0.36057021921495  0.91007327919748  0.84773712020234 -0.48637658475819 -0.56059525142925 -0.72019393124811 -0.06632318922421 -0.42237302515341 -0.60676777723194  0.03863852824509  0.49252967018868 -0.18941305951623  0.14338155184820  0.73316959639728  0.61797768095167 -0.39719435096367  0.75645850968840 -0.27149808255781 -0.20216156239529  0.25565879049097 -0.46667759518977 -0.24383016311192 -0.41464023010844 24855.00000000000000
-0.20872604665923 -0.25822111967531 -0.99129803397024  0.76987927925673 -0.37031797811513  0.12544394270587  0.22732753818241  0.06476764715569 -0.93318850125418 -0.69120372242651 -0.10088960900869  0.15814555536746  0.45986230401347  0.74323657593785  0.07724278296066  0.84588960559299 -0.49908407148173  0.66599335156205  0.27090676133222 -0.78060382948623  0.00807890573592  0.85992854357327 -0.08981752843062  0.88168594999217 -0.65191294023163  0.20381150618619 -0.73511761938477 -0.71784853700567 -0.42237805377698  0.82075440272540 -0.69078010048821  0.45190761088196 -0.19554236750755  0.80442958861452 -0.44683009673505 -0.49076003819708 -0.85247377139717 -0.95740619387966  0.57019425154303  0.24696360555911  0.03231933658154 -0.51109657599183 -0.79866113067808 -0.28367495487101 -0.51780738164124  0.05838087058992  0.56430245907067  0.92828259496881 -0.35827191741661 -0.15686240255250  0.27738507082855 -0.54323935550994  0.54415149553042 -0.38388453010591  0.07511453213426 -0.43866788826357  0.34170908944563  0.48188742210379 -0.22443575761231  0.18369536282175 -0.12484956753401  0.48513282788007  0.62170740229087  0.72918186326981 -0.53606035479146  0.64401098135572  0.05092781496101  0.68192652146285  0.86742492537500 -0.92830673724962  0.02516996082974 -0.13450736654172  0.18868920923076 -0.11185976283066 -0.59136560550018 -0.80758193714018 -0.46431453781533  0.06189676681928 -0.82122528489708  0.80209764863577 -0.82004389616116 -0.19074027188359  0.03994652727829  0.20411012120401 -0.29263951920157 -0.38941154637165 -0.46998743087770 -0.56982506801945 -0.08498265363591 -0.54946633459639 -0.40594951148829  0.71812570836328 -0.02741732823033 -0.26324851301725 -0.64126116292481 -0.22838457329203 -0.22986600556844 -0.47133729622543  0.55366291760390  0.03388553800904 -0.23586758771442 -0.08901281799636  0.88704275046055 -0.46154612523225 -0.29700349204786 -0.43225955791585 -0.06688014881320  0.43717497221529  0.53013826223163 -0.36534903707742  0.57147030442776  0.80692808406569  0.21411083720701 -0.49539115823365  0.39181701940639  0.12367838002316  0.45696320004988 -0.22054940497126 -0.18579240050720 -0.51786573743946 -0.09889720821594 -0.01347067155535 -0.07271969936012 -0.32447099319163  0.81924592187980 -0.51354186540615  0.65057740306986  0.31802883256232  0.10221296284764 -0.61444158420329 -0.27466911907946 -0.24601282333606  0.51544721689009 -0.55613086810369  0.17327380731460 -0.44172189309028  0.12897131465236 -0.36081908083698  0.91175524564556  0.84903036141394 -0.48899129762416 -0.55936018628395 -0.71811923816496 -0.06631091555691 -0.42390966330491 -0.60803447393298  0.03975714265377  0.49451273872682 -0.19073185649367  0.14477322248858  0.73319009257617  0.62081379619956 -0.40052730623520  0.75730657315748 -0.26745576096656 -0.20363652416779  0.25476132749224 -0.46455063895655 -0.23985319921261 -0.41427943802447 24976.25000000000000
-0.21187222184561 -0.25856794481418 -0.99240759360630  0.77240926717765 -0.37190782757306  0.12048916223003  0.22456818549406  0.06630814391090 -0.93406726210231 -0.69223680668876 -0.10463410157938  0.15985597112403  0.46018780195038  0.74680171088804  0.07775372600169  0.84148273118209 -0.49995878131690  0.66552346958061  0.27521653507759 -0.77975489802791  0.00485708963893  0.86064376435703 -0.08680473212677  0.88523690157764 -0.65019701043813  0.20401313600329 -0.73578961980358 -0.71597655329248 -0.42521300547516  0.82301632849498 -0.69823467804720  0.44625134298762 -0.19640221938271  0.79879015560442 -0.44710876387557 -0.48973971970155 -0.85064473446807 -0.95658803886154  0.57037820968350  0.24617894775462  0.03167045930136 -0.50947874313175 -0.80108139191925 -0.28573264792370 -0.51819095325852  0.05818261569334  0.56380560793467  0.93062016311371 -0.35435404957275 -0.15479858979062  0.27821567269840 -0.53854627614706  0.54311117358122 -0.38221288583497  0.07164859183663 -0.43755410518076  0.34584782093535  0.47302514727519 -0.22461134874031  0.18155990539973 -0.12484042446300  0.48166832026663  0.62062661280621  0.72625399993564 -0.53932561307547  0.63987401422943  0.04921834750313  0.67755265811943  0.87039633371689 -0.93178483429471  0.02455208577664 -0.12810844455717  0.18903271396729 -0.11238343794590 -0.59706537784981 -0.81088957156541 -0.46615553742063  0.05565121203083 -0.82449862427732  0.79773728522696 -0.81432392561879 -0.19126770671193  0.04434727150159  0.20471852241326 -0.29554199941270 -0.38953920118769 -0.47109964037670 -0.56705351590901 -0.08371043783099 -0.54502178341064 -0.40879116074720  0.70860117294465 -0.02472065258514 -0.26395318305511 -0.64689013561162 -0.22475811225889 -0.23066796377485 -0.47110756199321  0.55704891665799  0.03292881253324 -0.23460188256416 -0.08609586768084  0.89066866471457 -0.46077327134704 -0.30097693773445 -0.43193963850200 -0.06506071352039  0.43671420228331  0.52984058160785 -0.36192105359973  0.57602656395511  0.80627332264261  0.21597865200227 -0.49802559888037  0.39475613194257  0.12347632074480  0.46094609482510 -0.21873881229826 -0.18394005716176 -0.51861680244679 -0.09892261572381 -0.01374525007031 -0.07601008673799 -0.32461596307130  0.82236771347969 -0.50902260783527  0.64895526176112  0.31625427785363  0.10187280721354 -0.60464592536366 -0.27687055564491 -0.24816940340287  0.51507872614384 -0.55656911743288  0.17059468220130 -0.44063547396244  0.12941826319900 -0.35965945835259  0.91173411236201  0.84635531200202 -0.48412268443212 -0.55763275268107 -0.72163394885316 -0.06927582374768 -0.42349387030866 -0.60893231386246  0.03909832958473  0.49191895842246 -0.19005425445094  0.14562484463268  0.73587329241391  0.61819199446667 -0.39846571515051  0.75437091932742 -0.26977453045850 -0.20213020643345  0.26125826672755 -0.46822264828117 -0.24138054310249 -0.41163692974328 25090.00000000000000
-0.21400427753692 -0.26182657740095 -0.99172219795962  0.77095663338435 -0.36988320183730  0.12364923985314  0.22352350996576  0.06835654964301 -0.93478093634913 -0.68817028951495 -0.10513987656353  0.15841569081245  0.45948095298510  0.74553924110690  0.07466896237850  0.84261519764339 -0.49676867093209  0.66565978402491  0.27507077638083 -0.78043316229833  0.00844782153131  0.86130953486360 -0.08600255868268  0.88731143275840 -0.65202529895542  0.20758246714752 -0.73478270545614 -0.71622379447956 -0.42381641286004  0.82181500693584 -0.69294409419261  0.45136504684742 -0.19802694141850  0.79879983284542 -0.44740904192657 -0.49044926733050 -0.85280946992419 -0.95836158754473  0.57276225278380  0.25230732492428  0.03147204940022 -0.50944927500543 -0.79466548091363 -0.28450429202865 -0.51465766920114  0.06065675174570  0.56039415761508  0.92708238585615 -0.35401865689543 -0.15556134816696  0.28361625602655 -0.54643851236658  0.54878386797583 -0.38843879584990  0.06790730620655 -0.44166848259860  0.34428897641848  0.47718382885870 -0.22566900519022  0.18236330601252 -0.12428585943520  0.48307979835357  0.62403185626915  0.73023549967703 -0.54121917127517  0.64303020911606  0.05459197640916  0.67980999042213  0.86931178728494 -0.93265171981609  0.02500079545354 -0.13641657048436  0.19317782418868 -0.11118464062134 -0.59478937155549 -0.81209391892563 -0.46890433674541  0.05649258087820 -0.82421251420758  0.79981585329123 -0.81751224118091 -0.18791775192470  0.04092551642751  0.20020823165333 -0.29275498329813 -0.38862861734395 -0.47127795413281 -0.56769914308174 -0.08329244252529 -0.54584719801922 -0.40564409837948  0.71318236001215 -0.02171382778214 -0.26068872279890 -0.64232651568753 -0.22142488245335 -0.23169913639334 -0.47282313502994  0.55732972065538  0.03367101822601 -0.23289342561037 -0.08996575841814  0.89488268178393 -0.45819640398777 -0.29887610934253 -0.43359678258074 -0.06875488097546  0.43797933633868  0.53061935932097 -0.36010057782845  0.57077891568237  0.80241264544357  0.21436333092759 -0.49113897796872  0.39275540465006  0.12093149189663  0.46018580703652 -0.21851196510242 -0.18278769911887 -0.51775227309460 -0.09738888384836 -0.01419496845013 -0.07257065686919 -0.32774514343989  0.81773726920820 -0.51245412995153  0.64942381772165  0.31603867962643  0.10474572141456 -0.61319352804147 -0.27580008077765 -0.25163388423164  0.51408371718620 -0.55672851273791  0.17063038509710 -0.44004007387162  0.13048366748866 -0.35969114069480  0.91352438187417  0.84912803195879 -0.48940381313830 -0.55690459459334 -0.72099846792095 -0.07165710433596 -0.42383631530942 -0.61383576030068  0.03868536109523  0.49484236363540 -0.18980038544844  0.14890433055570  0.73913514517085  0.62199932885160 -0.39912342305749  0.75316933648187 -0.27251220786064 -0.19965884850397  0.25685500447216 -0.46896745898948 -0.23853686085977 -0.40967646698564 25192.50000000000000
-0.20717603302456 -0.26035298060534 -0.99267041358988  0.77117408901368 -0.36766071893484  0.12232314223156  0.22467523199266  0.06874448659241 -0.93846984787983 -0.69305298266514 -0.10340596266109  0.15918476035443  0.45900777555692  0.74602341203090  0.07538655273882  0.84005318174850 -0.50378955785090  0.66450057390444  0.27393589119298 -0.77882290939993  0.00631621450073  0.86324775187415 -0.09285538872048  0.88606542812100 -0.65631134381579  0.20614801415261 -0.73745010762139 -0.71194925508838 -0.42492206717514  0.81950075606557 -0.69462347161478  0.44992538857564 -0.19540942567662  0.80055081222525 -0.44677692281132 -0.48767801109876 -0.84843220808963 -0.96211871423205  0.56945232290850  0.24678533236608  0.03000224986723 -0.51093564102397 -0.79742685633873 -0.27845380183719 -0.51507445876260  0.05944054138490  0.56295706359316  0.92646493821425 -0.35237315477572 -0.15962343700869  0.28132442506701 -0.54090956747325  0.54356002897443 -0.38372559555443  0.07099361806926 -0.44192754378438  0.34462470107617  0.47522461784825 -0.22756567209251  0.18301686354246 -0.12168954174761  0.48324931749287  0.61916574650016  0.72972226336313 -0.53764391155888  0.64011012797442  0.05059213929772  0.67813350289641  0.87612005854292 -0.92923497569452  0.02134849964690 -0.13275840721154  0.18893942970898 -0.11303865504118 -0.59383387075325 -0.81239626915212 -0.46795843748704  0.05514221960104 -0.82495900131763  0.79914346943325 -0.81163944330259 -0.18953396109169  0.04206641626690  0.19927745097312 -0.28768861274979 -0.38994198323747 -0.47057275198697 -0.56802201735747 -0.08197922191362 -0.54437122879096 -0.40791998496413  0.71705734777746 -0.03061179667109 -0.26036629474174 -0.64494484045684 -0.22690945847250 -0.23081058319359 -0.47356222705528  0.56100859155222  0.03122631720721 -0.23362341753648 -0.08753518938147  0.88872840420261 -0.45978028017507 -0.29815482970489 -0.43375677103303 -0.06685559604562  0.43615724674194  0.52993104819715 -0.36021848210085  0.57238602200429  0.80548231264730  0.21410939482260 -0.49394059561726  0.39470469618578  0.12250664463278  0.45366432725991 -0.21868010523999 -0.18515339985555 -0.51802768711778 -0.09863243469720 -0.01406059118877 -0.07138994262821 -0.32299915240812  0.81971311204229 -0.51466099656793  0.65135194871553  0.31448007608565  0.09615769525134 -0.61362301132725 -0.27357409366198 -0.25078678133240  0.51063482353357 -0.55720548498730  0.17229538561176 -0.43805519481025  0.13038510914627 -0.35434551460529  0.91153639706517  0.84968309020278 -0.48641920560015 -0.55769827960708 -0.71708958342154 -0.07010677999144 -0.42581373375301 -0.60766304549099  0.03727033876713  0.49588043834234 -0.18890808343775  0.14734991405472  0.73328560789862  0.62281681468176 -0.39684215306089  0.75735100452464 -0.27257950914081 -0.19775440599249  0.25887801891040 -0.46604222619020 -0.24197873059018 -0.41281579622382 25300.00000000000000
-0.20976326731188 -0.26210035148817 -0.98865577468836  0.77229110797289 -0.36867919690517  0.12790931938513  0.22418433402883  0.06665938327210 -0.93920418074090 -0.69211613796580 -0.10163903279435  0.15885384783180  0.46010940569182  0.74504027471874  0.07614423793355  0.84031877810813 -0.50163773531399  0.66373249596813  0.27193726979165 -0.78119144946502  0.00676705243974  0.86422185539374 -0.09452920773337  0.89014746798535 -0.65173172435205  0.20953260003593 -0.73679559837189 -0.71597402765931 -0.42605415977193  0.81943485239757 -0.69116380696262  0.44639076827584 -0.19964485873667  0.79849322708301 -0.44870959078592 -0.48738352181818 -0.85265908536833 -0.96067187356510  0.57209071633774  0.24658297696817  0.03016069632248 -0.51303962458301 -0.79526295602204 -0.28261028514690 -0.51552149851200  0.06147737149566  0.56486792445115  0.92868916813055 -0.35250063066517 -0.15240639290471  0.28204029924803 -0.54251679538241  0.54521159922373 -0.38200127688158  0.07321906946462 -0.43938495476391  0.34443755016559  0.47598649196503 -0.22736537635037  0.17944745670823 -0.12645208892539  0.48236520000530  0.62038362446189  0.72845595200898 -0.53772536407668  0.64198952650592  0.05309511787115  0.68049466997110  0.87197936344198 -0.93382512888222  0.02880225248893 -0.13105311489940  0.18878725697948 -0.10926431444749 -0.59201781809073 -0.81507271955913 -0.46907390836431  0.05932563498215 -0.82145720732967  0.79438576259717 -0.82091822848818 -0.19147440568135  0.03902601929993  0.20146233554253 -0.29546595799040 -0.38775629234888 -0.46913061360691 -0.56707913322847 -0.08097961284001 -0.54608208126197 -0.40747331345707  0.71327864977209 -0.02458878888511 -0.26093360319103 -0.63838181300312 -0.22473695409012 -0.22987592894632 -0.47842268148806  0.55839444030781  0.03352539103433 -0.23450966431902 -0.09067343795938  0.89082885133050 -0.45379181342577 -0.29956396478314 -0.43213037499559 -0.06718919422097  0.44122094957321  0.52730904599622 -0.36109826623667  0.57269747495027  0.80538609535509  0.21584290704857 -0.49680172409161  0.38959061381501  0.11985094987441  0.45793719969105 -0.21782879877845 -0.18276927432988 -0.51628285531934 -0.09920003706465 -0.01455689021725 -0.07059500946549 -0.32895398593407  0.81890174141659 -0.51346562580641  0.65107807791060  0.31369334664969  0.10386944491133 -0.60764893671440 -0.27205724202185 -0.24920665487750  0.51357038492427 -0.55429549980481  0.17241080080006 -0.44034406631018  0.12935118146745 -0.36197280853390  0.91124333759431  0.84909128989650 -0.48589183419518 -0.55908031712358 -0.71944353576188 -0.06950769362574 -0.42790568613033 -0.60900586528259  0.03887483465488  0.49151538439577 -0.19165093925142  0.14451361039070  0.73359323229076  0.62319456765249 -0.39751965250814  0.75443659954670 -0.27140824671133 -0.19947946338536  0.26069929461067 -0.46420048811784 -0.24085585598489 -0.41562578650950 25411.25000000000000
-0.20555830066551 -0.26030927322277 -0.98908019717045  0.77022252178352 -0.36967577114015  0.12515745081989  0.22493077048250  0.06924983042612 -0.93436085682199 -0.69253438617807 -0.10439895317916  0.16328058729409  0.45810963677761  0.74333437654649  0.07928677542759  0.83952592739373 -0.49845752763882  0.66177829054153  0.27530427502786 -0.78159522763817  0.01394008291719  0.86141070297006 -0.08583434910596  0.88804561075465 -0.65365657787885  0.20777708565929 -0.73427614048628 -0.71725641751934 -0.42283071549572  0.82230337740635 -0.69631018427507  0.45031809069392 -0.19660864183411  0.79961308064224 -0.44237230425114 -0.48395145988301 -0.85053809505576 -0.95751701605180  0.57346141525353  0.24431781732869  0.03098270741372 -0.50999173064127 -0.79592153879302 -0.28179522299419 -0.51106744538271  0.06239883774382  0.56487336589306  0.92451719489397 -0.35501164770211 -0.15277423250205  0.28107006659705 -0.54271465864051  0.54221220104675 -0.38402957703202  0.07448199664439 -0.44009723240948  0.34327959455747  0.47624712984703 -0.22398634910953  0.18536733599241 -0.12410921471776  0.48147478052248  0.62336880840206  0.72767448214674 -0.53223816626601  0.64166228406903  0.05097613502399  0.67932492599161  0.87119337737336 -0.93411671583653  0.02817586654256 -0.13214129165062  0.19272690229264 -0.11025888942810 -0.59187754460562 -0.80724484353901 -0.46475331017509  0.05871907179314 -0.82268925873445  0.80060282259921 -0.81514987933426 -0.18867885154210  0.04015871896392  0.20451065992048 -0.29504554838751 -0.38870337067346 -0.46921090992411 -0.56478513185504 -0.08576738536654 -0.54494075615445 -0.40755246136339  0.71596539307372 -0.02865301506831 -0.25874608196485 -0.64095549180431 -0.22638625082887 -0.23436543469453 -0.46996920248194  0.55756297726364  0.02921800477338 -0.23137478265974 -0.09275351873615  0.89115232733935 -0.45842392285807 -0.30268780114973 -0.42825560915600 -0.06705349608299  0.43601804159104  0.52925288855358 -0.36467703476039  0.57124809413050  0.80594222022133  0.21697989930017 -0.50094413779105  0.39727310913345  0.12726279954641  0.45585019154222 -0.22125584056314 -0.18419631126399 -0.51993500623092 -0.09788185142625 -0.00985516588486 -0.07207751073380 -0.32751132772539  0.82316523875378 -0.51048785974002  0.64647941443588  0.31634604901636  0.10747740883421 -0.60893837857979 -0.27781142999531 -0.25388217897399  0.51261798491844 -0.55682389788454  0.17706509421630 -0.43516414765024  0.12898336175171 -0.35747121757790  0.91506221770457  0.84907006178038 -0.48797311353389 -0.55571654388553 -0.71781321742869 -0.06917045983090 -0.42272460220245 -0.60837702355035  0.03777756477122  0.49419545835701 -0.19028802620111  0.14473413472752  0.73120327681211  0.61760538308023 -0.39575107126501  0.75786707603606 -0.27200799893980 -0.19904498452445  0.26078048966531 -0.46687012199544 -0.23529823427660 -0.41194352643392 25523.75000000000000
-0.21023985816395 -0.26162245244779 -0.99714834448140  0.77130400979990 -0.37216320833437  0.12287899019297  0.22683487865571  0.06751220164925 -0.93501959265501 -0.68977059774189 -0.10933743032477  0.15490173791134  0.45617533958320  0.74733432534170  0.07523224610944  0.84253324226703 -0.49770747196622  0.66326795413242  0.27082238293503 -0.78060683589720  0.00983564974808  0.86095914502926 -0.08862432755249  0.88637668411890 -0.65211616750652  0.20848771071213 -0.73724978300968 -0.71804883061861 -0.42315711495680  0.81994784126888 -0.69194069608586  0.45023960547249 -0.19547022841460  0.80192551055420 -0.44588610074065 -0.49160334975147 -0.84819747605870 -0.95849387472136  0.57123420110993  0.24686628879791  0.03000191714450 -0.50769562057605 -0.79862991530200 -0.28262060953490 -0.51541686091829  0.05985891286782  0.56607195368280  0.93013444312499 -0.35184932038519 -0.15863129318243  0.28016493204821 -0.54259475013128  0.54111229320079 -0.37896978980248  0.07634482448202 -0.43706441574194  0.34033035677808  0.47379085648860 -0.22188791531586  0.18385280051433 -0.12274867481362  0.48473063158230  0.62468272715892  0.72547542050773 -0.53299190128571  0.64278676515545  0.05311790412993  0.68203994482629  0.87404331033789 -0.93289706936847  0.02142965332940 -0.12955113213013  0.19002333576434 -0.10966881206959 -0.59243951230266 -0.80841947473879 -0.46809639394748  0.05551625861200 -0.82045561317164  0.80044503129166 -0.81588388487888 -0.18977448517781  0.03620398707427  0.20316085011529 -0.29253855679501 -0.39334691330350 -0.46963650229182 -0.57118080760063 -0.08284481352437 -0.54747415980605 -0.40269726680417  0.71407853450348 -0.02433998597020 -0.26198053373904 -0.63985825827829 -0.22641747520892 -0.23198328507421 -0.47294956598431  0.55805655415835  0.03375220306770 -0.23488538807146 -0.09055053069832  0.89334142989042 -0.45530968757199 -0.30706567832686 -0.43363393015480 -0.06770702998039  0.44258507423630  0.53217173364637 -0.35837907903755  0.57170210096129  0.80918958263058  0.21824226500453 -0.49554807339334  0.39275325897931  0.12439478683346  0.45873762527589 -0.21747667731410 -0.18450478702146 -0.51936584061083 -0.09826418620004 -0.01159315895992 -0.07390404825295 -0.32396870192751  0.81817320002243 -0.50975231227245  0.64630365004475  0.31497205717725  0.10092685338432 -0.61055586419261 -0.27464766311699 -0.24995655754357  0.51675246853735 -0.55580020516824  0.17168637161936 -0.44069005699798  0.13327619862665 -0.35740292406356  0.91094604690169  0.84871698130942 -0.48758428207660 -0.55449462314355 -0.71814318770504 -0.07003055773589 -0.42556095851076 -0.60906683766371  0.03427983618915  0.49176709460286 -0.19113720169555  0.14373757156409  0.73561329360656  0.62249045871071 -0.39615061107024  0.75667304527195 -0.27232271134216 -0.20532645913406  0.25479009677630 -0.46729525684757 -0.24047835424173 -0.41184878605679 25652.50000000000000
-0.20927984114967 -0.26097033197178 -0.99214891135929  0.77218387083279 -0.37441173743692  0.12169558838521  0.22799386260371  0.06499574029493 -0.94080126854680 -0.69091499249771 -0.10466054415792  0.15628771778306  0.45943893938563  0.74737576864819  0.07403834086953  0.83922482614399 -0.50124349017361  0.66183263252317  0.27137578008716 -0.77730617036582  0.01023899690962  0.86308224147229 -0.08830357346633  0.88600420890708 -0.65000016560343  0.20689068047016 -0.73352444932494 -0.71419838520380 -0.42478736523798  0.82320119757069 -0.69544604143643  0.44641561425841 -0.19701483831609  0.80097836672761 -0.44861402226491 -0.48723177199178 -0.85118645055171 -0.95867920354466  0.57036009698265  0.24805367391063  0.02872465990128 -0.51186643730410 -0.79606445261600 -0.28059534397011 -0.51623353045204  0.06576241544095  0.56452538204581  0.92949399260250 -0.35522019456164 -0.15655594880672  0.27821150967249 -0.54266867933028  0.54452839375442 -0.38395919828836  0.07139735524307 -0.43790809759144  0.34479586618554  0.47728270941837 -0.22597247997263  0.17828119197548 -0.12655126543712  0.48437899303329  0.62412238310597  0.73170465765007 -0.53972095882332  0.64493443284232  0.05540393241308  0.67746904398431  0.87052566795892 -0.92905401239304  0.02346238630887 -0.13282124605997  0.19089330795682 -0.10993910742165 -0.59215463604174 -0.81137945034379 -0.46806401144375  0.05584195656371 -0.82529557750942  0.79839623900219 -0.82034791953285 -0.18587405679076  0.03722385701539  0.20221361338547 -0.29313525887924 -0.38815123768990 -0.47136515362357 -0.57503964670181 -0.08259544912100 -0.54910100967887 -0.40535497700773  0.71440730737233 -0.02648808915860 -0.26030316330710 -0.64056604266985 -0.22626706156541 -0.22867783219360 -0.47843475884736  0.55715283280867  0.03052614533459 -0.22892099373419 -0.08776044392347  0.89172537925584 -0.45691894702815 -0.29691862739210 -0.42860376932736 -0.06866970364010  0.43423377281847  0.52865509329113 -0.36108365073128  0.57288428573291  0.80654300730097  0.21268175828184 -0.49631882986429  0.39505855811197  0.12672191996842  0.45644903111828 -0.22454493074248 -0.18395189298231 -0.51747305336750 -0.09870864103132 -0.01249883054968 -0.07157145453314 -0.32272146015874  0.82174904833071 -0.51576559196799  0.64595752340539  0.31896023077645  0.10092146317279 -0.61396964011123 -0.27584989834695 -0.25060619267182  0.51248280942683 -0.55694381481426  0.17374133418545 -0.43803982315673  0.13004514506350 -0.35398810260657  0.91585983733616  0.84852253215349 -0.48927196067424 -0.55543389304704 -0.71664952758345 -0.07253852581754 -0.42344745141587 -0.60802303448865  0.03599798624648  0.49492826984667 -0.19110263444205  0.14567104943533  0.73746335049186  0.61961706269807 -0.39995825936019  0.75364956331116 -0.27057305895271 -0.20042601037977  0.25832136134555 -0.46918557278884 -0.23888291859691 -0.41348492804064 25772.50000000000000
